Article Title,Source Title,"Times Cited, All Databases",Publication Year
IDENTIFYING AND RECONSTRUCTING LATERAL TRANSFERS FROM DISTANCE MATRICES BY COMBINING THE MINIMUM CONTRADICTION METHOD AND NEIGHBOR-NET,JOURNAL OF BIOINFORMATICS AND COMPUTATIONAL BIOLOGY,5,2011
Horizontal gene transfer and phylogenetics,CURRENT OPINION IN MICROBIOLOGY,175,2003
A roadmap of phylogenomic methods for studying polyploid plant genera,APPLICATIONS IN PLANT SCIENCES,0,2024
"Y-chromosome Short Tandem Repeat Intermediate Variant Alleles DYS392.2, DYS449.2, and DYS385.2 Delineate New Phylogenetic Substructure in Human Y-chromosome Haplogroup Tree",CROATIAN MEDICAL JOURNAL,22,2009
Using neural networks to mine text and predict metabolic traits for thousands of microbes,PLOS COMPUTATIONAL BIOLOGY,4,2021
Allometric scaling of von Neumann entropy in animal connectomes and its evolutionary aspect,PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS,0,2022
Visualizing conflicting evolutionary hypotheses in large collections of trees: Using consensus networks to study the origins of placentals and hexapods,SYSTEMATIC BIOLOGY,52,2005
System-wide mapping of peptide-GPCR interactions in C. elegans,CELL REPORTS,9,2023
New FPT Algorithms for Finding the Temporal Hybridization Number for Sets of Phylogenetic Trees,ALGORITHMICA,1,2022
Intraspecific phylogeny and geographical variation of six species of northeastern Asiatic Sorex shrews based on the mitochondrial cytochrome b sequences,MOLECULAR ECOLOGY,109,2001
Characterization of the complete mitochondrial genome of Chinese Triops granarius and implications for species delimitation,INTERNATIONAL JOURNAL OF BIOLOGICAL MACROMOLECULES,6,2019
Greatly reduced phylogenetic structure in the cultivated potato clade (Solanum section Petota pro parte),AMERICAN JOURNAL OF BOTANY,13,2018
The effect of railways on bird diversity in farmland,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,9,2019
Below-ground plant-fungus network topology is not congruent with above-ground plant-animal network topology,SCIENCE ADVANCES,62,2015
Network tomography: Recent developments,STATISTICAL SCIENCE,314,2004
"Insight into the Phylogenetic Position of Capreolus capreolus, the European Roe Deer, (Mammalia: Cervidae) from Turkey using Mitochondrial Genes",PAKISTAN JOURNAL OF ZOOLOGY,0,2024
Dissecting the clonality of I1 plasmids using ORF-based binarized structure network analysis of plasmids (OSNAp),JOURNAL OF INFECTION AND CHEMOTHERAPY,0,2022
Distinguishing Felsenstein Zone from Farris Zone Using Neural Networks,MOLECULAR BIOLOGY AND EVOLUTION,11,2020
Multilayer perceptron and evolutionary radial basis function neural network models for discrimination of HIV-1 genomes,CURRENT SCIENCE,3,2018
Future research and collaboration: the SINERGIE project on HCV (South Italian Network for Rational Guidelines and International Epidemiology),BMC INFECTIOUS DISEASES,7,2012
Bayesian inference of reassortment networks reveals fitness benefits of reassortment in human influenza viruses,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,27,2020
New insights into the phylogeny of the TMBIM superfamily across the tree of life: Comparative genomics and synteny networks reveal independent evolution of the BI and LFG families in plants,MOLECULAR PHYLOGENETICS AND EVOLUTION,11,2018
Evaluating factors that predict the structure of a commensalistic epiphyte - phorophyte network,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,73,2013
Spatial mismatch of phylogenetic diversity across three vertebrate groups and protected areas in Europe,DIVERSITY AND DISTRIBUTIONS,69,2014
Evaluating multiple determinants of the structure of plant-animal mutualistic networks,ECOLOGY,332,2009
Network-based visualisation reveals new insights into transposable element diversity,MOLECULAR SYSTEMS BIOLOGY,4,2021
Food web models: a plea for groups,ECOLOGY LETTERS,112,2009
ALKALIPHILIC ANAEROBIC COMMUNITY AT PH-10,CURRENT MICROBIOLOGY,104,1994
Combination of data in phylogenetic analysis,PLANT SYSTEMATICS AND EVOLUTION,22,1995
Phylogenomic Reconstruction of the Oomycete Phylogeny Derived from 37 Genomes,MSPHERE,82,2017
DNA-based networks reveal the ecological determinants of plant-herbivore interactions along environmental gradients,MOLECULAR ECOLOGY,0,2023
"Taxonomic, functional, and phylogenetic β-diversity patterns of stream fish assemblages in tropical agroecosystems",FRESHWATER BIOLOGY,51,2019
An integrated database of genes responsive to the Myc oncogenic transcription factor: identification of direct genomic targets,GENOME BIOLOGY,498,2003
Twadn: an efficient alignment algorithm based on time warping for pairwise dynamic networks,BMC BIOINFORMATICS,4,2020
"Genome-wide identification, classification, and analysis of heat shock transcription factor family in Chinese cabbage (Brassica rapa pekinensis)",GENETICS AND MOLECULAR RESEARCH,27,2015
Multiple motor patterns in the stomatogastric ganglion of the shrimp Penaeus japonicus,JOURNAL OF COMPARATIVE PHYSIOLOGY A-NEUROETHOLOGY SENSORY NEURAL AND BEHAVIORAL PHYSIOLOGY,6,2000
Phylogeny of metabolic networks: A spectral graph theoretical approach,JOURNAL OF BIOSCIENCES,6,2015
"A cross-sectional study to characterize local HIV-1 dynamics in Washington, DC using next-generation sequencing",SCIENTIFIC REPORTS,11,2020
Phylogenetic diversity and North Andean block conservation,PEERJ,0,2023
Network Analysis of Transcription Factors for Nuclear Reprogramming into Induced Pluripotent Stem Cell Using Bioinformatics,CELL JOURNAL,4,2014
"The Effects of Species Abundance, Spatial Distribution, and Phylogeny on a Plant-Ectomycorrhizal Fungal Network",FRONTIERS IN PLANT SCIENCE,3,2022
Genetic and haplotype analyses targeting cytochrome b gene of Plasmodium knowlesi isolates of Malaysian Borneo and Peninsular Malaysia,ACTA TROPICA,5,2018
Mixed-species bird flocks re-assemble interspecific associations across an elevational gradient,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,7,2022
Linking functional traits to multiscale statistics of leaf venation networks,NEW PHYTOLOGIST,17,2020
Host preference and network properties in biotrophic plant-fungal associations,NEW PHYTOLOGIST,100,2018
"Croizat's form-making, RNA networks, and biogeography",HISTORY AND PHILOSOPHY OF THE LIFE SCIENCES,0,2023
Root-centric β diversity reveals functional homogeneity while phylogenetic heterogeneity in a subtropical forest,ECOLOGY,0,2024
Genome-wide understanding of evolutionary and functional relationships of rice Yellow Stripe-Like (YSL) transporter family in comparison with other plant species,BIOLOGIA,13,2022
Predicting the global mammalian viral sharing network using phylogeography,NATURE COMMUNICATIONS,61,2020
Anomalous networks under the multispecies coalescent: theory and prevalence,JOURNAL OF MATHEMATICAL BIOLOGY,0,2024
Genome-wide expression analysis of rice aquaporin genes and development of a functional gene network mediated by aquaporin expression in roots,PLANTA,71,2013
Multi-locus characterization and phylogenetic inference of Leishmania spp. in snakes from Northwest China,PLOS ONE,11,2019
Maximum likelihood inference of reticulate evolutionary histories,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,204,2014
Simulations of Sequence Evolution: How (Un)realistic They Are and Why,MOLECULAR BIOLOGY AND EVOLUTION,1,2024
USE OF PHYLOGENETIC ANALYSIS TO IDENTIFY EVOLUTIONARILY SIGNIFICANT UNITS FOR THE ORANGE-FRONTED PARAKEET (EUPSITTULA CANICULARIS) IN MEXICO,ORNITOLOGIA NEOTROPICAL,4,2015
Admixture analyses and phylogeographic relationships reveal complete genetic distinctiveness of Polish farm and wild red foxes (Vulpes vulpes) and the North American origin of farm-bred individuals,ANIMAL SCIENCE JOURNAL,2,2019
Phylogenetic network analysis applied to pig gut microbiota identifies an ecosystem structure linked with growth traits,ISME JOURNAL,248,2016
"Exactly Computing the Parsimony Scores on Phylogenetic Networks Using Dynamic Programming (vol 21, pg 303, 2014)",JOURNAL OF COMPUTATIONAL BIOLOGY,0,2014
Overlaid species forests,DISCRETE APPLIED MATHEMATICS,1,2022
"Assembly, diversity and coexistence of bacteria communities in various rhizocompartment niches in Sorghum Cultivars",RHIZOSPHERE,0,2023
Pleistocene climate change and the formation of regional species pools,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,17,2019
Radiation of European Eubosmina (Cladocera) from Bosmina (E.) longispina-concordance of multipopulation molecular data with paleolimnology,LIMNOLOGY AND OCEANOGRAPHY,31,2011
Statistical Parsimony Networks and Species Assemblages in Cephalotrichid Nemerteans (Nemertea),PLOS ONE,40,2010
"Multiple introductions and onward transmission of HIV-1 subtype B strains in Shanghai, China",JOURNAL OF INFECTION,10,2017
Incongruence between Nuclear and Chloroplast DNA Phylogenies in Pedicularis Section Cyathophora (Orobanchaceae),PLOS ONE,48,2013
Exploring pharmaphylogeny from multiple perspectives: a case study on Lithospermeae,SCIENTIFIC REPORTS,0,2023
Biogeographic Pattern and Network of Rhizosphere Fungal and Bacterial Communities in Panicum miliaceum Fields: Roles of Abundant and Rare Taxa,MICROORGANISMS,0,2023
Genetic variation and phylogenetic relationship analysis of Jatropha curcas L. inferred from nrDNA ITS sequences,COMPTES RENDUS BIOLOGIES,5,2016
"Phylogeography and conservation genetics of the Columbia spotted frog (Rana luteiventris; Amphibia, Ranidae)",MOLECULAR ECOLOGY,37,2001
"The Male Hindwing Costal Roll in Cochylina (Lepidoptera: Tortricidae): Morphological Variation, Phylogenetic Distribution, and Relationship to Host Utilization",INSECT SYSTEMATICS AND DIVERSITY,1,2022
"Cryptic genetic structure within Valentin's Lizard, Darevskia valentini (Boettger, 1892) (Squamata, Lacertidae), with implications for systematics and origins of parthenogenesis",SYSTEMATICS AND BIODIVERSITY,6,2021
Phylogenetics applied to the human immunodeficiency virus type 1 (HIV-1): from the cross-species transmissions to the contact network inferences,MEMORIAS DO INSTITUTO OSWALDO CRUZ,7,2020
"Redescription and supplementary molecular characteristics of Aspidogaster ijimai Kawamura, 1915 (Trematoda, Aspidogastrea, Aspidogastridae), a parasite of Cyprinus carpio Linnaeus, 1758 s. lato (Actinopterygii) and freshwater bivalves in East Asia",PARASITOLOGY INTERNATIONAL,3,2019
Selective integration of multiple biological data for supervised network inference,BIOINFORMATICS,51,2005
The Contribution of Rare Species to Community Phylogenetic Diversity across a Global Network of Forest Plots,AMERICAN NATURALIST,70,2012
Diversification of African Tree Legumes in Miombo-Mopane Woodlands,PLANTS-BASEL,11,2019
Mitochondrial sequences retrieve an ancient lineage of Bicolored shrew in the Hyrcanian refugium,MAMMALIAN BIOLOGY,6,2019
Interspecific gene flow obscures phylogenetic relationships in an important insect pest species complex,MOLECULAR PHYLOGENETICS AND EVOLUTION,4,2023
"Species-level phylogeny of Allium subgenus Melanocrommyum: Incomplete lineage sorting, hybridization and trnF gene duplication",TAXON,64,2010
A review of bioinformatics platforms for comparative genomics. Recent developments of the EDGAR 2.0 platform and its utility for taxonomic and phylogenetic studies,JOURNAL OF BIOTECHNOLOGY,15,2017
Investigating genetic diversity of Indonesian native cattle breeds using mitochondrial DNA 16S rRNA gene,TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES,0,2022
Investigating genetic diversity of Indonesian native cattle breeds using mitochondrialDNA 16S rRNA gene,TURKISH JOURNAL OF VETERINARY & ANIMAL SCIENCES,2,2022
From sequencing data to gene functions: co-functional network approaches,ANIMAL CELLS AND SYSTEMS,20,2017
Pliocene-Pleistocene dispersal bring along low inter species diversity between Vimba species based on multilocus analysis,ZOOSYSTEMATICS AND EVOLUTION,0,2022
Genetic diversity and biogeography of red turpentine beetle Dendroctonus valens in its native and invasive regions,INSECT SCIENCE,38,2008
ARB:: a software environment for sequence data,NUCLEIC ACIDS RESEARCH,5756,2004
THE EVOLUTIONARY HISTORY OF MEDITERRANEAN MICE (GENUS-MUS L) WITH AID OF COMPATIBILITY ANALYSIS,ZEITSCHRIFT FUR SAUGETIERKUNDE-INTERNATIONAL JOURNAL OF MAMMALIAN BIOLOGY,8,1983
Gene Pool of Buryats: Clinal Variability and Territorial Subdivision Based on Data of Y-Chromosome Markers,RUSSIAN JOURNAL OF GENETICS,23,2014
Evidence for both long-distance dispersal and isolation in the Southern Oceans: molecular phylogeny of Sophora sect Edwardsia (Fabaceae),NEW ZEALAND JOURNAL OF BOTANY,16,2017
Ecological Contacts and Host Specificity Promote Replacement of Nutritional Endosymbionts in Ticks,MICROBIAL ECOLOGY,2,2022
"Genetic structuring of Anguis fragilis (L., 1758) inhabiting in the north of 40° north latitude in Turkey",MITOCHONDRIAL DNA,3,2013
Frequency and patterns of reassortment in natural influenza A virus infection in a reservoir host,VIROLOGY,50,2013
Respiratory proteins in Sipunculus nudus - Implications for phylogeny and evolution of the hemerythrin family,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY B-BIOCHEMISTRY & MOLECULAR BIOLOGY,11,2010
High phylogenetic diversity and abundance pattern of Labyrinthulomycete protists in the coastal waters of the Bohai Sea,ENVIRONMENTAL MICROBIOLOGY,21,2018
"MOLECULAR PHYLOGENY OF RHYNCHONELLIDE ARTICULATE BRACHIOPODS (BRACHIOPODA, RHYNCHONELLIDA)",JOURNAL OF PALEONTOLOGY,14,2013
Cryptic interactions revisited from ecological networks: Mosses as a key link between trees and hummingbirds,FUNCTIONAL ECOLOGY,4,2021
"First Bronze Age Human Mitogenomes from Calabria (Grotta Della Monaca, Southern Italy)",GENES,4,2021
Population genetics and comparative mitogenomic analyses reveal cryptic diversity of Amphioctopus neglectus (Cephalopoda: Octopodidae),GENOMICS,13,2020
Protein Function Predictions Based on the Phylogenetic Profile Method,CRITICAL REVIEWS IN BIOTECHNOLOGY,14,2008
"Whole genome sequencing and gene sharing network analysis powered by machine learning identifies antibiotic resistance sharing between animals, humans and environment in livestock farming",PLOS COMPUTATIONAL BIOLOGY,14,2022
Molecular analysis of blood-associated pathogens in European wildcats (Felis silvestris silvestris) from Germany br,INTERNATIONAL JOURNAL FOR PARASITOLOGY-PARASITES AND WILDLIFE,5,2022
The molecular taxonomy of three endemic Central Asian species ofRanunculus(Ranunculaceae),PLOS ONE,9,2020
A Continental-Wide Perspective: The Genepool of Nuclear Encoded Ribosomal DNA and Single-Copy Gene Sequences in North American Boechera (Brassicaceae),PLOS ONE,26,2012
Nymphalid eyespots are co-opted to novel wing locations following a similar pattern in independent lineages,BMC EVOLUTIONARY BIOLOGY,15,2015
Temperature Affects Antagonism Among Coral-Associated Bacteria,FRONTIERS IN MARINE SCIENCE,1,2022
"Phylogeographic structure of the Persian Squirrel, Sciurus anomalus Guldenstadt, 1785 (Mammalia: Rodentia) in the Anatolian Peninsula, based on mitochondrial DNA sequences: implications for metapopulation",ZOOLOGY IN THE MIDDLE EAST,2,2022
Influence of Association Network Properties and Ecological Assembly of the Foliar Fugal Community on Crop Quality,FRONTIERS IN MICROBIOLOGY,4,2022
"A public health model for the molecular surveillance of HIV transmission in San Diego, California",AIDS,112,2009
Evolution of reduced co-activator dependence led to target expansion of a starvation response pathway,ELIFE,18,2017
"Low genetic diversity and the phylogeny of Achatina fulica, an intermediate host of Angiostrongylus cantonensis in Thailand, inferred from 16S mitochondrial sequences",INFECTION GENETICS AND EVOLUTION,2,2021
"Sample design in biodiversity studies matters: a fine-scale study of Lawrence's velvet worm, Peripatopsis lawrencei (Onychophora: Peripatopsidae), reveals hidden diversity",INVERTEBRATE SYSTEMATICS,0,2024
Investigation of genomic characteristics and carbohydrates' metabolic activity of Lactococcus lactis subsp. lactis during ripening of a Swiss-type cheese,FOOD MICROBIOLOGY,11,2020
Progress in Gene Logic Networks,PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,3,2008
"Multiple evidence for recognition of Phlebia tuberculata, a more widespread segregate of Phlebia livida (Polyporales, Basidiomycota)",MYCOLOGICAL PROGRESS,18,2012
An integrated method for identifying essential proteins from multiplex network model of protein-protein interactions,JOURNAL OF BIOINFORMATICS AND COMPUTATIONAL BIOLOGY,3,2020
INTERNODONS AS EQUIVALENCE CLASSES IN GENEALOGICAL NETWORKS - BUILDING-BLOCKS FOR A RIGOROUS SPECIES CONCEPT,JOURNAL OF MATHEMATICAL BIOLOGY,14,1995
A phantom extinction? New insights into extinction dynamics of the Don-hare Lepus tanaiticus,JOURNAL OF EVOLUTIONARY BIOLOGY,17,2010
Quantifying and estimating ecological network diversity based on incomplete sampling data,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,3,2023
SPECTRE: a suite of phylogenetic tools for reticulate evolution,BIOINFORMATICS,9,2018
Surveillance of equine influenza viruses through the RESPE network in France from November 2005 to October 2010,EQUINE VETERINARY JOURNAL,33,2013
Developmental Stage of Parasites Influences the Structure of Fish-Parasite Networks,PLOS ONE,40,2013
GENIES: gene network inference engine based on supervised analysis,NUCLEIC ACIDS RESEARCH,34,2012
Phylogenetic networks: search for traces of ancestral Australian/Papuan Y-pool on the Asian main land.,AMERICAN JOURNAL OF HUMAN GENETICS,0,1999
Disentangling historical signal and pollinator selection on the micromorphology of flowers: an example from the floral epidermis of the Nymphaeaceae,PLANT BIOLOGY,10,2018
Models and methods in comparative genomics,"ADVANCES IN COMPUTERS , VOL 68: COMPUTATIONAL BIOLOGY AND BIOINFORMATICS",1,2006
Topological analysis of orchid-fungal endophyte interaction shows lack of phylogenetic preference,SOUTH AFRICAN JOURNAL OF BOTANY,2,2022
"Phylogeny, morphology and pathogenicity of Elsinoe ampelina, the causal agent of grapevine anthracnose in Brazil and Australia",JOURNAL OF PHYTOPATHOLOGY,21,2018
Extensive intraspecific chloroplast DNA (cpDNA) variation in the alpine Draba aizoides L-(Brassicaceae):: haplotype relationships and population structure,MOLECULAR ECOLOGY,37,1999
Network succession reveals the importance of competition in response to emulsified vegetable oil amendment for uranium bioremediation,ENVIRONMENTAL MICROBIOLOGY,339,2016
"Network portal: a database for storage, analysis and visualization of biological networks",NUCLEIC ACIDS RESEARCH,17,2014
"Miniatures, morphology and molecules: Paedocypris and its phylogenetic position (Teleostei, Cypriniformes)",ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,36,2014
Genetic Diversity and Population Structure of Seven Tibet Yak Ecotype Populations using Microsatellite Markers,PAKISTAN JOURNAL OF ZOOLOGY,2,2019
Supervised enzyme network inference from the integration of genomic data and chemical information,BIOINFORMATICS,68,2005
Structure versus time in the evolutionary diversification of avian carotenoid metabolic networks,JOURNAL OF EVOLUTIONARY BIOLOGY,10,2018
Trends and barriers to lateral gene transfer in prokaryotes,CURRENT OPINION IN MICROBIOLOGY,178,2011
THE FORM AND DEVELOPMENT OF THE BLOOD VESSELS OF THE MAMMALIAN CEREBRAL CORTEX,JOURNAL OF ANATOMY,18,1957
Ancient DNA analysis of 101 cattle remains: limits and prospects,JOURNAL OF ARCHAEOLOGICAL SCIENCE,74,2004
Application of a quasi-median network analysis for the visualization of character conflicts to a population sample of mitochondrial DNA control region sequences from southern Germany (Ulm),INTERNATIONAL JOURNAL OF LEGAL MEDICINE,26,2006
Analysis of plasmid genes by phylogenetic profiling and visualization of homology relationships using Blast2Network,BMC BIOINFORMATICS,40,2008
Cautionary notes on the use of co-occurrence networks in soil ecology,SOIL BIOLOGY & BIOCHEMISTRY,68,2022
Comparative genomics study reveals Red Sea Bacillus with characteristics associated with potential microbial cell factories (MCFs),SCIENTIFIC REPORTS,5,2019
"Phylogenetic analysis of 5′-noncoding regions from the ABA-responsive rab 16/17 gene family of sorghum, maize and rice provides insight into the composition, organization and function of cis-regulatory modules",GENETICS,26,2004
Gag-protease coevolution shapes the outcome of lopinavir-inclusive treatment regimens in chronically infected HIV-1 subtype C patients,BIOINFORMATICS,5,2019
Loss of functional connectivity in migration networks induces population decline in migratory birds,ECOLOGICAL APPLICATIONS,57,2019
Things fall apart: biological species form unconnected parsimony networks,BIOLOGY LETTERS,259,2007
Phylotranscriptomic evidence for pervasive ancient hybridization among Old World salamanders,MOLECULAR PHYLOGENETICS AND EVOLUTION,32,2021
A phylogeographic framework for the conservation of Saharan and Arabian Dorcas gazelles (Artiodactyla: Bovidae),ORGANISMS DIVERSITY & EVOLUTION,34,2011
Artificial recombination in forensic mtDNA population databases,INTERNATIONAL JOURNAL OF LEGAL MEDICINE,83,2004
Incorporation of information diffusion model for enhancing analyses in HIV molecular surveillance,EMERGING MICROBES & INFECTIONS,10,2020
"Molecular phylogeny and taxonomic position of Macrobrachium lanchesteri (De Man, 1911), with descriptions of two new species from Thailand (Decapoda, Caridea, Palaemonidae)",ZOOKEYS,0,2024
Ancient Rapid Radiation Explains Most Conflicts Among Gene Trees and Well-Supported Phylogenomic Trees of Nostocalean Cyanobacteria,SYSTEMATIC BIOLOGY,3,2023
A Single Early Introduction of HIV-1 Subtype B into Central America Accounts for Most Current Cases,JOURNAL OF VIROLOGY,18,2013
Out of Africa?: Phylogenetic relationships between Falco biarmicus and the other hierofalcons (Aves: Falconidae),JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,39,2005
How was apical growth regulated in the ancestral land plant? Insights from the development of non-seed plants,PLANT PHYSIOLOGY,11,2022
"Phylogenetic relationships of Eurasian Nuthatches (Sitta europaea Linnaeus, 1758) from the Alborz and Zagros Mountains, Iran",ZOOLOGY IN THE MIDDLE EAST,12,2016
Identification of forces shaping the commensal Escherichia coli genetic structure by comparing animal and human isolates,ENVIRONMENTAL MICROBIOLOGY,206,2006
Evolutionary and Gene Expression Analyses Reveal New Insights into the Role of LSU Gene-Family in Plant Responses to Sulfate-Deficiency,PLANTS-BASEL,5,2022
"Dynamics of Two Separate but Linked HIV-1 CRF01_AE Outbreaks among Injection Drug Users in Stockholm, Sweden, and Helsinki, Finland",JOURNAL OF VIROLOGY,42,2011
Accurate Inference of Tree Topologies from Multiple Sequence Alignments Using Deep Learning,SYSTEMATIC BIOLOGY,39,2020
Functional and phylogenetic components in cercarial nervous systems,FOLIA PARASITOLOGICA,9,2004
Genetic diversity of Hepatitis C Virus in Pakistan using Next Generation Sequencing,JOURNAL OF CLINICAL VIROLOGY,3,2018
Mitochondrial genome diversity and population structure of two western honey bee subspecies in the Republic of South Africa,SCIENTIFIC REPORTS,26,2018
Maternal ancestry of first Parsi settlers of India using ancient mitogenome,MITOCHONDRION,0,2023
Landscape Mapping of Functional Proteins in Insulin Signal Transduction and Insulin Resistance: A Network-Based Protein-Protein Interaction Analysis,PLOS ONE,20,2011
Reconciliation of a gene network and species tree,JOURNAL OF THEORETICAL BIOLOGY,3,2019
Nuclear ribosomal phylogeny of Brachystegia: new markers for new insights about rain forests and Miombo woodlands evolution,PLANT ECOLOGY AND EVOLUTION,1,2022
Insight into an island radiation: the Tarentola geckos of the Cape Verde archipelago,JOURNAL OF BIOGEOGRAPHY,29,2010
Conservation of reef corals in the South China Sea based on species and evolutionary diversity,BIODIVERSITY AND CONSERVATION,27,2016
Synergy: A Web Resource for Exploring Gene Regulation in Synechocystis sp PCC6803,PLOS ONE,4,2014
Evolutionary dynamics of prokaryotic transcriptional regulatory networks,JOURNAL OF MOLECULAR BIOLOGY,256,2006
Vitis OneGenE: A Causality-Based Approach to Generate Gene Networks in Vitis vinifera Sheds Light on the Laccase and Dirigent Gene Families,BIOMOLECULES,10,2021
A novel coextinction model considering compensation and new interactions in ecological networks,ECOLOGICAL MODELLING,7,2020
"Revealing Fungal Communities in Alpine Wetlands through Species Diversity, Functional Diversity and Ecological Network Diversity",MICROORGANISMS,17,2020
Phylogenetic analysis of mtDNA haplogroup TJ in a Finnish population,JOURNAL OF HUMAN GENETICS,25,2001
Application of a west Eurasian-specific filter for quasi-median network analysis: Sharpening the blade for mtDNA error detection,FORENSIC SCIENCE INTERNATIONAL-GENETICS,24,2011
The subcortical and neurochemical organization of the ventral and dorsal attention networks,COMMUNICATIONS BIOLOGY,17,2022
Unraveling networks of co-regulated genes on the sole basis of genome sequences,NUCLEIC ACIDS RESEARCH,29,2011
Prolinks: a database of protein functional linkages derived from coevolution,GENOME BIOLOGY,277,2004
Leveraging Phylogenetics to Understand HIV Transmission and Partner Notification Networks,JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,21,2018
"Systematics and phylogeography of a threatened tortoise, the speckled padloper",ANIMAL CONSERVATION,27,2010
Transmission of HIV in sexual networks in sub-Saharan Africa and Europe,EUROPEAN PHYSICAL JOURNAL-SPECIAL TOPICS,3,2013
HIV-1 Subtype F1 Epidemiological Networks among Italian Heterosexual Males Are Associated with Introduction Events from South America,PLOS ONE,15,2012
"Genetic diversity, paraphyly and incomplete lineage sorting of mtDNA, ITS2 and microsatellite flanking region in closely related Heliopora species (Octocorallia)",MOLECULAR PHYLOGENETICS AND EVOLUTION,18,2015
Genealogical and niche modeling analyses reveal recent expansion and limited genetic divergence in the Formicivora serrana complex (Passeriformes: Thamnophilidae),JOURNAL OF ORNITHOLOGY,2,2018
Evolution of ribosomal protein network architectures,SCIENTIFIC REPORTS,21,2021
Logics and properties of a genetic regulatory program that drives embryonic muscle development in an echinoderm,ELIFE,43,2015
Salmonella enterica Phylogeny Based on Whole-Genome Sequencing Reveals Two New Clades and Novel Patterns o Horizontally Acquired Genetic Elements,MBIO,58,2018
Exploring class III cellobiose dehydrogenase: sequence analysis and optimized recombinant expression,MICROBIAL CELL FACTORIES,0,2024
Future of Phylogeny in HIV Prevention,JAIDS-JOURNAL OF ACQUIRED IMMUNE DEFICIENCY SYNDROMES,36,2013
"Megaspora rimisorediata (Pertusariales, Megasporaceae), a new sorediate species from Iran and its affinities with Aspicilia sensu lato",LICHENOLOGIST,11,2011
Reduction/oxidation-phosphorylation control of DNA binding in the bZIP dimerization network,BMC GENOMICS,33,2006
"Molecular epidemiology of a primarily MSM acute HIV-1 cohort in Bangkok, Thailand and connections within networks of transmission in Asia",JOURNAL OF THE INTERNATIONAL AIDS SOCIETY,14,2018
Identifying functional groups of trees in west Gulf Coast forests (USA): A tree-ring approach,ECOLOGICAL APPLICATIONS,70,2001
Phylogenetic group-based assembly and co-occurrence pattern of the microbial community in full-scale wastewater treatment plants during the Chinese spring festival,CHEMOSPHERE,0,2023
Discovering functional relationships between RNA expression and chemotherapeutic susceptibility using relevance networks,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,493,2000
"Characterization of HIV diversity, phylodynamics and drug resistance in Washington, DC",PLOS ONE,13,2017
Network analysis of ten thousand genomes shed light on Pseudomonas diversity and classification,MICROBIOLOGICAL RESEARCH,17,2022
Designing criteria suites to identify discrete and networked sites of high value across manifestations of biodiversity,BIODIVERSITY AND CONSERVATION,33,2011
Plant Growth Promoting Rhizobacteria (PGPR) Regulated Phyto and Microbial Beneficial Protein Interactions,OPEN LIFE SCIENCES,9,2020
"Using haplotype networks, estimation of gene flow and phenotypic characters to understand species delimitation in fungi of a predominantly Antarctic Usnea group (Ascomycota, Parmeliaceae)",ORGANISMS DIVERSITY & EVOLUTION,43,2012
Sexual networks and the transmission of drug-resistant HIV,CURRENT OPINION IN INFECTIOUS DISEASES,8,2008
Protein network inference from multiple genomic data: a supervised approach,BIOINFORMATICS,159,2004
Introducing Trait Networks to Elucidate the Fluidity of Organismal Evolution Using Palaeontological Data,GENOME BIOLOGY AND EVOLUTION,1,2019
Multiple diversity measures to identify complementary conservation areas for the Baja California peninsular cacti,BIOLOGICAL CONSERVATION,12,2010
"Combining natal range distributions and phylogeny to resolve biogeographic uncertainties in balloon vines (Cardiospermum, Sapindaceae)",DIVERSITY AND DISTRIBUTIONS,13,2015
On the Evolutionary Origins of Land Plant Auxin Biology,COLD SPRING HARBOR PERSPECTIVES IN BIOLOGY,10,2021
Molecular Epidemiology of the HIV-1 Subtype B Sub-Epidemic in Bulgaria,VIRUSES-BASEL,7,2020
Rhizosphere-associated bacterial network structure and spatial distribution differ significantly from bulk soil in wheat crop fields,SOIL BIOLOGY & BIOCHEMISTRY,208,2017
Genetic diversity and haplotype analysis of Leishmania tropica identified in sand fly vectors of the genera Phlebotomus and Sergentomyia using next-generation sequencing technology,PARASITOLOGY RESEARCH,0,2023
