Article Title,Source Title,"Times Cited, All Databases",Publication Year
Genome-wide identification and analysis of the growth-regulating factor (GRF) family in sweet cherry,GENETIC RESOURCES AND CROP EVOLUTION,0,2024
"Population Genomic Analyses Suggest a Hybrid Origin, Cryptic Sexuality, and Decay of Genes Regulating Seed Development for the Putatively Strictly Asexual Kingdonia uniflora (Circaeasteraceae, Ranunculales)",INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,1,2023
Origin of the Chordate Notochord,DIVERSITY-BASEL,1,2021
"Genetic Variability of PRRSV Vaccine Strains Used in the National Eradication Programme, Hungary",VACCINES,9,2021
The R2R3-MYB transcription factor PaMYB10 is involved in anthocyanin biosynthesis in apricots and determines red blushed skin,BMC PLANT BIOLOGY,56,2019
Molecular phylogenetic identification of Fasciola flukes in Nepal,PARASITOLOGY INTERNATIONAL,33,2014
Tropical agricultural land management influences on soil microbial communities through its effect on soil organic carbon,SOIL BIOLOGY & BIOCHEMISTRY,201,2013
Comprehensive Computational Analysis of Bacterial CRP/FNR Superfamily and Its Target Motifs Reveals Stepwise Evolution of Transcriptional Networks,GENOME BIOLOGY AND EVOLUTION,37,2013
Multiple comparisons of log-likelihoods and combining nonnested models with applications to phylogenetic tree selection,COMMUNICATIONS IN STATISTICS-THEORY AND METHODS,42,2001
Germ cell transplantation from large domestic animals into mouse testes,MOLECULAR REPRODUCTION AND DEVELOPMENT,202,2000
Changes in Bacterial Communities of Kumamoto Oyster Larvae During Their Early Development and Following Vibrio Infection Resulting in a Mass Mortality Event,MARINE BIOTECHNOLOGY,4,2023
Genome-Wide Identification and Expression Analysis Elucidates the Potential Role of PFK Gene Family in Drought Stress Tolerance and Sugar Metabolism in Cotton,FRONTIERS IN GENETICS,6,2022
Impacts of granular activated carbon addition on anaerobic granulation in blackwater treatment,ENVIRONMENTAL RESEARCH,18,2022
Genome-wide Identification and Expression Analysis of CaM/CML Gene Family in Sacred Lotus (Nelumbo nucifera),PLANT MOLECULAR BIOLOGY REPORTER,5,2022
Agricultural Fast Food: Bats Feeding in Banana Monocultures Are Heavier but Have Less Diverse Gut Microbiota,FRONTIERS IN ECOLOGY AND EVOLUTION,6,2021
De novo genome assembly of the potent medicinal plant Rehmannia glutinosa using nanopore technology,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,23,2021
Functional identification of five CYP450 genes from birch responding to MeJA and SA in the synthesis of betulinic acid from lupitol,INDUSTRIAL CROPS AND PRODUCTS,7,2021
Chalcone synthase (CHS) family members analysis from eggplant (Solanum melongena L.) in the flavonoid biosynthetic pathway and expression patterns in response to heat stress,PLOS ONE,51,2020
Occurrence and molecular characterization of Impatiens necrotic spot tospovirus in ornamentals in Serbia,JOURNAL OF PLANT PATHOLOGY,1,2020
Genetic Differentiation and Population Genetic Structure of the Chinese Endemic Dipteronia Oliv. Revealed by cpDNA and AFLP Data,FORESTS,6,2017
Control Region of mtDNA identifies three migration events of sheep breeds in Algeria,SMALL RUMINANT RESEARCH,18,2017
Characterization and phylogenetic analysis of fifteen NtabSPL genes in Nicotiana tabacum L. cv. Qinyan95,DEVELOPMENT GENES AND EVOLUTION,13,2016
Glacial refuges for three-spined stickleback in the Iberian Peninsula: mitochondrial DNA phylogeography,FRESHWATER BIOLOGY,14,2015
Young Alu insertions within the MHC class I region in native American populations: Insights into the origin of the MHC-Alu repeats,AMERICAN JOURNAL OF HUMAN BIOLOGY,6,2013
Association of PDE11A global haplotype with major depression and antidepressant drug response,NEUROPSYCHIATRIC DISEASE AND TREATMENT,22,2009
Genomic identification and expression analysis of acid invertase (AINV) gene family in Dendrobium officinale Kimura et Migo,BMC PLANT BIOLOGY,0,2024
Genomic-wide identification and expression analysis of AP2/ERF transcription factors in Zanthoxylum armatum reveals the candidate genes for the biosynthesis of terpenoids,PLANT GENOME,0,2024
"Phyllidiidae (Nudibranchia, Heterobranchia, Gastropoda): an integrative taxonomic approach including chemical analyses",ORGANISMS DIVERSITY & EVOLUTION,4,2022
"Human Immunodeficiency Virus (HIV)-1 Transmission Among Persons With Acute HIV-1 Infection in Malawi: Demographic, Behavioral, and Phylogenetic Relationships",CLINICAL INFECTIOUS DISEASES,3,2019
Assessment of the global pattern of genetic diversity in Echinococcus multilocularis inferred by mitochondrial DNA sequences,VETERINARY PARASITOLOGY,21,2018
Characterization of HIV Transmission in South-East Austria,PLOS ONE,21,2016
Mitochondrial DNA Reveals Distinct Evolutionary Histories for Jewish Populations in Yemen and Ethiopia,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,12,2011
Ecological shifts of salivary microbiota associated with metabolic-associated fatty liver disease,FRONTIERS IN CELLULAR AND INFECTION MICROBIOLOGY,1,2023
BLNK is involved in host defense to Streptococcus agalactiae infection and BCR signaling pathway in Nile tilapia (Oreochromis niloticus),AQUACULTURE,0,2021
Characterizing glycosyltransferases by a combination of sequencing platforms applied to the leaf tissues of Stevia rebaudiana,BMC GENOMICS,14,2020
"A new member of the genus Antarctonemertes (Hoplonemertea, Nemertea) from Antarctic waters",POLAR BIOLOGY,7,2018
Global emergence of the widespread Pseudomonas aeruginosa ST235 clone,CLINICAL MICROBIOLOGY AND INFECTION,129,2018
Duplication of the V3 domain in hepatitis C virus (1b) NS5A protein: Clonal analysis and physicochemical properties related to hepatocellular carcinoma occurrence,JOURNAL OF CLINICAL VIROLOGY,2,2016
"HnRNPH1/H2, U1 snRNP, and U11 snRNP cooperate to regulate the stability of the U11-48K pre-mRNA",RNA,24,2013
The emergence of major cellular processes in evolution,FEBS LETTERS,74,1996
Transcriptome Analysis of the Late-Acting Self-Incompatibility Associated with RNase T2 Family in Camellia oleifera,PLANTS-BASEL,1,2023
Establishment of CRISPR interference in Methylorubrum extorquens and application of rapidly mining a new phytoene desaturase involved in carotenoid biosynthesis,APPLIED MICROBIOLOGY AND BIOTECHNOLOGY,32,2020
Structural Insight Into Chitin Degradation and Thermostability of a Novel Endochitinase From the Glycoside Hydrolase Family 18,FRONTIERS IN MICROBIOLOGY,29,2019
Genetic and genomic dissection of Prolactin revealed potential association with milk production traits in riverine buffalo,TROPICAL ANIMAL HEALTH AND PRODUCTION,7,2016
The roles of rivers and Pleistocene refugia in shaping genetic diversity in Praomys misonnei in tropical Africa,JOURNAL OF BIOGEOGRAPHY,88,2011
"Comparative genomics on FGF7, FGF10, FGF22 orthologs, and identification of fgf25",INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE,21,2005
Antigenic and genomic relation between human influenza viruses that circulated in Argentina in the period 1995-1999 and the corresponding vaccine components,JOURNAL OF CLINICAL VIROLOGY,9,2003
Identification of PP2C Genes in Tibetan Hulless Barley (Hordeum vulgare var. nudum) Under Dehydration Stress and Initiatory Expression and Functional Analysis of HvPP2C59,PLANT MOLECULAR BIOLOGY REPORTER,3,2022
"Sequevar distribution of Ralstonia spp. in Solanaceae in the semiarid climate of the Pernambuco state, Brazil",EUROPEAN JOURNAL OF PLANT PATHOLOGY,6,2021
A Diverse Panel of Clinical Acinetobacter baumannii for Research and Development,ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,36,2020
Identification of CBL and CIPK gene families and functional characterization of CaCIPK1 under Phytophthora capsici in pepper (Capsicum annuum L.),BMC GENOMICS,55,2019
Phylogeographic patterns of Lygus pratensis (Hemiptera: Miridae): Evidence for weak genetic structure and recent expansion in northwest China,PLOS ONE,24,2017
"Phylogeography and demographic history of the Andean degu, Octodontomys gliroides (Rodentia: Octodontidae)",ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,9,2016
Phylogeographic and population genetic structure of bighorn sheep (Ovis canadensis) in North American deserts,JOURNAL OF MAMMALOGY,37,2016
A biogeographical history and timeline for the evolution of Australian snapping turtles (Elseya: Chelidae) in Australia and New Guinea,JOURNAL OF BIOGEOGRAPHY,17,2014
"Genetic differentiation, speciation, and phylogeography of cactus flies (Diptera: Neriidae: Odontoloxozus) from Mexico and south-western USA",BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,16,2013
Systematic analysis and expression of Gossypium ATG8 family reveals the roles of GhATG8f responding to salt stress in cotton,PLANT CELL REPORTS,0,2024
"Sour Tamarind Is More Antihypertensive than the Sweeter One, as Evidenced by In Vivo Biochemical Indexes, Ligand-Protein Interactions, Multitarget Interactions, and Molecular Dynamic Simulation",NUTRIENTS,1,2023
"Evaluation of Genomic Typing Methods in the Salmonella Reference Laboratory in Public Health, England, 2012-2020",PATHOGENS,5,2023
"Insight into the CBL and CIPK gene families in pecan (Carya illinoinensis): identification, evolution and expression patterns in drought response",BMC PLANT BIOLOGY,17,2022
Genome-wide analysis of the CaHsp20 gene family in pepper: comprehensive sequence and expression profile analysis under heat stress,FRONTIERS IN PLANT SCIENCE,102,2015
The influence of geological history on diversification in insular species: genetic and morphological patterns of Micromeria Benth. (Lamiaceae) in Tenerife (Canary archipelago),JOURNAL OF BIOGEOGRAPHY,19,2014
Comparative study of different molecular methods for typing of Acinetobacter baumannii clinical isolates from University Hospitals,GENES & GENOMICS,1,2014
Genetic structure of Pseudo-nitzschia pungens (Bacillariophyceae) populations: Implications of a global diversification of the diatom,HARMFUL ALGAE,35,2014
Genome-wide identification and characterization of polygalacturonase genes in Cucumis sativus and Citrullus lanatus,PLANT PHYSIOLOGY AND BIOCHEMISTRY,36,2014
From endemism to widespread distribution: phylogeography of three amphidromous Sicyopterus species (Teleostei: Gobioidei: Sicydiinae),MARINE ECOLOGY PROGRESS SERIES,55,2012
"Geographic, climatic, and chemical differentiation in the Hypogymnia imshaugii species complex (Lecanoromycetes, Parmeliaceae) in North America",BRYOLOGIST,9,2011
A revision of Bremia graminicola,MYCOLOGICAL RESEARCH,31,2006
"The MYB Transcription Factor Family in Eucommia ulmoides: Genome-Wide Identification, Characterization, and Network Analysis in Relation to the Rubber Biosynthetic Genes",FORESTS,0,2023
Co-substrate promoting the biodegradation of refractory DOM in semi-coking wastewater: DOM evolution and microbial community,JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING,3,2023
Comparative mitochondrial genome analyses reveal conserved gene arrangement but massive expansion/contraction in two closely related Exserohilum pathogens,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,6,2022
Mitogenome-wide comparison and phylogeny reveal group I intron dynamics and intraspecific diversification within the phytopathogen Corynespora cassiicola,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,4,2021
"r/K-like trade-off and voltinism discreteness: The implication to allochronic speciation in the fall webworm, Hyphantria cunea complex (Arctiidae)",ECOLOGY AND EVOLUTION,8,2017
Common binding by redundant group B Sox proteins is evolutionarily conserved in Drosophila,BMC GENOMICS,14,2015
Hybridization Effects and Genetic Diversity of the Common and Black-Tufted Marmoset (Callithrix jacchus and Callithrix penicillata) Mitochondrial Control Region,AMERICAN JOURNAL OF PHYSICAL ANTHROPOLOGY,27,2014
Empathy: Gender effects in brain and behavior,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,636,2014
Eyes underground: Regression of visual protein networks in subterranean mammals,MOLECULAR PHYLOGENETICS AND EVOLUTION,85,2014
An Intricate Network of Conserved DNA Upstream Motifs and Associated Transcription Factors Regulate the Expression of Uromodulin Gene,JOURNAL OF UROLOGY,15,2014
Integration of Two Ancestral Chaperone Systems into One: The Evolution of Eukaryotic Molecular Chaperones in Light of Eukaryogenesis,MOLECULAR BIOLOGY AND EVOLUTION,15,2014
Linking the potato genome to the conserved ortholog set (COS) markers,BMC GENETICS,8,2013
Adult neurogenesis and neuronal regeneration in the brain of teleost fish,JOURNAL OF PHYSIOLOGY-PARIS,138,2008
"Genome-wide characterization, evolutionary analysis, and expression pattern analysis of the trihelix transcription factor family and gene expression analysis under MeJA treatment in Panax ginseng",BMC PLANT BIOLOGY,1,2023
Biochemical and Phylogenetic Analysis of Italian Phaseolus vulgaris Cultivars as Sources of a-Amylase and a-Glucosidase Inhibitors,PLANTS-BASEL,0,2023
Multiple Profile Models Extract Features from Protein Sequence Data and Resolve Functional Diversity of Very Different Protein Families,MOLECULAR BIOLOGY AND EVOLUTION,5,2022
"Characteristics of HIV-1 molecular transmission networks and drug resistance among men who have sex with men in Tianjin, China (2014-2018)",VIROLOGY JOURNAL,15,2020
"An African bat in Europe, Plecotus gaisleri: Biogeographic and ecological insights from molecular taxonomy and Species Distribution Models",ECOLOGY AND EVOLUTION,31,2020
Gut Microbiota and Extreme Longevity,CURRENT BIOLOGY,603,2016
Population genetic structure of the parasitic nematode Camallanus cotti inferred from DNA sequences of ITS1 rDNA and the mitochondrial COI gene,VETERINARY PARASITOLOGY,36,2009
"Identification, structural modeling, gene expression analysis and RNAi effect of putative phospholipase A2 in the lone star tick Amblyomma americanum",TICKS AND TICK-BORNE DISEASES,0,2024
"Genetic analysis of mitochondrial DNA control region variations in four tribes of Khyber Pakhtunkhwa, Pakistan",MITOCHONDRIAL DNA PART A,11,2017
"Identification of Unknown Carboxydovore Bacteria Dominant in Deciduous Forest Soil via Succession of Bacterial Communities, coxL Genotypes, and Carbon Monoxide Oxidation Activity in Soil Microcosms",APPLIED AND ENVIRONMENTAL MICROBIOLOGY,12,2016
HIV-1 Subtype D Infections among Caucasians from Northwestern Poland-Phylogenetic and Clinical Analysis,PLOS ONE,15,2012
Analysis of genes related to xylem cell wall development based on transcriptomics in Populus alba 'Berolinensis' tension wood,JOURNAL OF FORESTRY RESEARCH,0,2024
Genome-wide dissection of AT-hook motif nuclear-localized gene family and their expression profiling for drought and salt stress in rice (Oryza sativa),FRONTIERS IN PLANT SCIENCE,0,2023
"A New Species of the Genus Niphargus Schiodte, 1849 (Crustacea: Amphipoda: Niphargidae) from Groundwater Habitats of the Tarkhankut Upland, Crimean Peninsula",DIVERSITY-BASEL,5,2022
Identification and analysis of CYP450 family members in Ginkgo biloba reveals the candidate genes for terpene trilactone biosynthesis,SCIENTIA HORTICULTURAE,4,2022
Evolutionary analysis of SARS-CoV-2 spike protein for its different clades,JOURNAL OF MEDICAL VIROLOGY,14,2021
Comprehensive Genome-Wide Exploration of C2H2 Zinc Finger Family in Grapevine (Vitis vinifera L.): Insights into the Roles in the Pollen Development Regulation,GENES,19,2021
"OsbZIP48, a HY5 Transcription Factor Ortholog, Exerts Pleiotropic Effects in Light-Regulated Development",PLANT PHYSIOLOGY,54,2018
Genome-wide identification and expression analysis of calmodulin-like (CML) genes in Chinese cabbage (Brassica rapa L. ssp pekinensis),BMC GENOMICS,40,2017
Cophylogenetic signal is detectable in pollination interactions across ecological scales,ECOLOGY,24,2017
Turnover of phosphatidic acid through distinct signaling pathways affects multiple aspects of pollen tube growth in tobacco,FRONTIERS IN PLANT SCIENCE,57,2012
Expression and functional analysis of NAC transcription factors under five diverse growth stages reveal their regulatory roles during wood formation in Chinese cedar (Cryptomeria fortunei Hooibrenk),INDUSTRIAL CROPS AND PRODUCTS,0,2023
Diversity and metabolic potentials of microbial communities associated with pollinator and cheater fig wasps in fig-fig wasp mutualism system,FRONTIERS IN MICROBIOLOGY,0,2022
"Genome-wide identification, structural analysis and expression profiles of short internodes related sequence gene family in quinoa",FRONTIERS IN GENETICS,5,2022
Rare prokaryotic sub-communities dominate the complexity of ecological networks and soil multinutrient cycling during long-term secondary succession in China's Loess Plateau,SCIENCE OF THE TOTAL ENVIRONMENT,50,2021
A new esophageal gland transcriptome reveals signatures of large scale de novo effector birth in the root lesion nematode Pratylenchus penetrans,BMC GENOMICS,14,2020
Shifts in gene expression profiles are associated with weak and strong Crassulacean acid metabolism,AMERICAN JOURNAL OF BOTANY,30,2018
Molecular phylogenomic study and the role of exogenous spermidine in the metabolic adjustment of endogenous polyamine in two rice cultivars under salt stress,GENE,21,2017
An evolutionary perspective of AMPK-TOR signaling in the three domains of life,JOURNAL OF EXPERIMENTAL BOTANY,62,2016
Comparative phylogeography of the plateau zokor (Eospalax baileyi) and its host-associated flea (Neopsylla paranoma) in the Qinghai-Tibet Plateau,BMC EVOLUTIONARY BIOLOGY,8,2014
Divergent evolution in the cytoplasmic domains of PRLR and GHR genes in Artiodactyla,BMC EVOLUTIONARY BIOLOGY,23,2009
Polymorphisms of CUL5 are associated with CD4+ T cell loss in HIV-1 infected individuals,PLOS GENETICS,55,2007
The semaphorins,GENOME BIOLOGY,429,2006
"Systematic revision of the Spotted and Northern Dusky Salamanders (Plethodontidae: Desmognathus conanti and D. fuscus), with six new species from the eastern United States",ZOOTAXA,2,2023
Identification of a novel lipoic acid biosynthesis pathway reveals the complex evolution of lipoate assembly in prokaryotes,PLOS BIOLOGY,2,2023
Unprecedented outbreak of respiratory syncytial virus in Taiwan associated with ON1 variant emergence between 2010 and 2020,EMERGING MICROBES & INFECTIONS,2,2022
Secretory RING finger proteins function as effectors in a grapevine galling insect,BMC GENOMICS,13,2019
Genome-wide identification and expression pattern profiling of the ATP-binding cassette gene family in tea plant (Camellia sinensis),PLANT PHYSIOLOGY AND BIOCHEMISTRY,1,2023
Genome-Wide Identification and Expression Analysis of HSF Transcription Factors in Alfalfa (Medicago sativa) under Abiotic Stress,PLANTS-BASEL,6,2022
"No more trouble: An economic strategy to protect taxonomic, functional and phylogenetic diversity of continental turtles",BIOLOGICAL CONSERVATION,3,2021
Fasciola spp. in Armenia: Genetic diversity in a global context,VETERINARY PARASITOLOGY,16,2019
Phylogenetic analysis of acute hepatitis C virus genotype 4 infections among human immunodeficiency virus-positive men who have sex with men in Germany,LIVER INTERNATIONAL,34,2010
Genome-Wide Analysis of the Universal Stress Protein Gene Family in Blueberry and Their Transcriptional Responses to UV-B Irradiation and Abscisic Acid,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,0,2023
Genome-wide identification and analysis of the heat shock transcription factor family in moso bamboo (Phyllostachys edulis),SCIENTIFIC REPORTS,28,2021
Identification and functional analysis of immune deficiency (IMD) from Scylla paramamosain: The first evidence of IMD signaling pathway involved in immune defense against bacterial infection in crab species,FISH & SHELLFISH IMMUNOLOGY,34,2018
Phylogeographic origin of Apatania zonella (Trichoptera) in Iceland,FRESHWATER SCIENCE,7,2016
Exploring Bacterial Organelle Interactomes: A Model of the Protein-Protein Interaction Network in the Pdu Microcompartment,PLOS COMPUTATIONAL BIOLOGY,32,2015
Host generalists and specialists emerging side by side: an analysis of evolutionary patterns in the cosmopolitan chewing louse genus Menacanthus,INTERNATIONAL JOURNAL FOR PARASITOLOGY,31,2015
Evolution of pollination niches and floral divergence in the generalist plant Erysimum mediohispanicum,ANNALS OF BOTANY,50,2014
"Proteomics, phylogenetics, and coexpression analyses indicate novel interactions in the plastid CLP chaperone-protease system",JOURNAL OF BIOLOGICAL CHEMISTRY,5,2022
Transcriptome and genome analysis to identify C2H2 genes participating in low-temperature conditioning-alleviated postharvest chilling injury of peach fruit,FOOD QUALITY AND SAFETY,4,2022
Functional diversification of horizontally acquired glycoside hydrolase family 45 (GH45) proteins in Phytophaga beetles,BMC EVOLUTIONARY BIOLOGY,34,2019
Environmental DNA metabarcoding reveals the impacts of anthropogenic pollution on multitrophic aquatic communities across an urban river of western China,ENVIRONMENTAL RESEARCH,6,2023
Dynamics and Dispersal of Local Human Immunodeficiency Virus Epidemics Within San Diego and Across the San Diego-Tijuana Border,CLINICAL INFECTIOUS DISEASES,16,2021
Developmental stochasticity and variation in floral phyllotaxis,JOURNAL OF PLANT RESEARCH,4,2021
High frequency of new recombinant forms in HIV-1 transmission networks demonstrated by full genome sequencing,INFECTION GENETICS AND EVOLUTION,2,2020
Clinical characteristics of patients with laboratory-confirmed influenza A(H1N1)pdm09 during the 2013/2014 and 2015/2016 clade 6B/6B.1/6B.2-predominant outbreaks,SCIENTIFIC REPORTS,14,2018
Rv2031c of Mycobacterium tuberculosis: a master regulator of Rv2028-Rv2031 (HspX) operon,FRONTIERS IN MICROBIOLOGY,17,2015
"Phylogeny and biogeography of the Viola iwagawae-tashiroi species complex (Violaceae, section Plagiostigma) endemic to the Ryukyu Archipelago, Japan",PLANT SYSTEMATICS AND EVOLUTION,10,2015
"Pleiotropic Constraints, Expression Level, and the Evolution of miRNA Sequences",JOURNAL OF MOLECULAR EVOLUTION,6,2013
"Mitochondrial DNA diversity in the Llanos de Moxos:: Moxo, Movima and Yuracare Amerindian populations from Bolivia lowlands",ANNALS OF HUMAN BIOLOGY,42,2004
Association of exacerbation phenotype with the sputum microbiome in chronic obstructive pulmonary disease patients during the clinically stable state,JOURNAL OF TRANSLATIONAL MEDICINE,29,2021
HIV-1 molecular transmission clusters in nine European countries and Canada: association with demographic and clinical factors,BMC MEDICINE,40,2019
"Tissue-Specific Floral Transcriptome Analysis of the Sexually Deceptive Orchid Chiloglottis trapeziformis Provides Insights into the Biosynthesis and Regulation of Its Unique UV-B Dependent Floral Volatile, Chiloglottone 1",FRONTIERS IN PLANT SCIENCE,15,2017
Ribosomal DNA analysis of tsetse and non-tsetse transmitted Ethiopian Trypanosoma vivax strains in view of improved molecular diagnosis,VETERINARY PARASITOLOGY,9,2016
A phylogeographical study of the toxic benthic dinoflagellate genus Ostreopsis Schmidt,JOURNAL OF BIOGEOGRAPHY,132,2010
Developmental hourglass: Verification by numerical evolution and elucidation by dynamical-systems theory,PLOS COMPUTATIONAL BIOLOGY,0,2024
"Genotyping of Ascaris spp. infecting humans and pigs in Italy, Slovakia and Colombia",INFECTION GENETICS AND EVOLUTION,2,2021
Identification of functional links between genes using phylogenetic profiles,BIOINFORMATICS,119,2003
"Phylogenetics-based identification and characterization of a superior 2,3-butanediol dehydrogenase for Zymomonas mobilis expression",BIOTECHNOLOGY FOR BIOFUELS,6,2020
Bed Bugs (Hemiptera: Cimicidae) Population Diversity and First Record of Cimex hemipterus in Paris,INSECTS,12,2021
Avian haemosporidian parasites of accipitriform raptors,MALARIA JOURNAL,17,2022
Novel Comprehensive Bioinformatics Approaches to Determine the Molecular Genetic Susceptibility Profile of Moderate and Severe Asthma,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,12,2020
"Association of demographics, HCV co-infection, HIV-1 subtypes and genetic clustering with late HIV diagnosis: a retrospective analysis from the Japanese Drug Resistance HIV-1 Surveillance Network",JOURNAL OF THE INTERNATIONAL AIDS SOCIETY,1,2023
Isolation and Identification of Novel Highly Pathogenic Avian Influenza Virus (H5N8) Subclade 2.3.4.4b from Geese in Northeastern China,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,1,2023
Genome-wide analysis of the AP2/ERF transcription factor superfamily in Chinese cabbage (Brassica rapa ssp pekinensis),BMC GENOMICS,175,2013
High Salinity Inhibits Soil Bacterial Community Mediating Nitrogen Cycling,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,45,2021
Ancient hybridization and repetitive element proliferation in the evolutionary history of the monocot genus Amomum (Zingiberaceae),FRONTIERS IN PLANT SCIENCE,0,2024
In-Depth Characterization of bZIP Genes in the Context of Endoplasmic Reticulum (ER) Stress in Brassica campestris ssp. chinensis,PLANTS-BASEL,0,2024
Sequence and Haplotype Analyses of Ligula intestinalis in Acanthobrama marmid (Cyprinidae) in Turkey,ACTA PARASITOLOGICA,0,2024
Genome-wide identification and systematic analysis of the HD-Zip gene family and its roles in response to pH in Panax ginseng Meyer,BMC PLANT BIOLOGY,4,2023
Free-living amoebae in an oil refinery wastewater treatment facility,SCIENCE OF THE TOTAL ENVIRONMENT,6,2022
Morphological and genetic variability of the cryptic Gyrodactylus sphinx and Gyrodactylus gerasevi n. sp. (Platyhelminthes: Monogenea) from the Mediterranean Sea and Black Sea: two new members of the cross-ocean distributed Gyrodactylus orecchiae species group,JOURNAL OF HELMINTHOLOGY,3,2022
"DNA barcoding of Austrian snow scorpionflies (Mecoptera, Boreidae) reveals potential cryptic diversity in Boreus westwoodi",PEERJ,4,2021
"Insights into the Metabolism and Evolution of the Genus Acidiphilium, a Typical Acidophile in Acid Mine Drainage",MSYSTEMS,33,2020
Spatiotemporal analyses suggest the role of glacial history and the ice-free corridor in shaping American badger population genetic variation,ECOLOGY AND EVOLUTION,4,2020
Probabilistic Species Tree Distances: Implementing the Multispecies Coalescent to Compare Species Trees Within the Same Model-Based Framework Used to Estimate Them,SYSTEMATIC BIOLOGY,2,2020
Phylogeny of spiny frogs Nanorana (Anura: Dicroglossidae) supports a Tibetan origin of a Himalayan species group,ECOLOGY AND EVOLUTION,15,2019
"First molecular description, phylogeny and genetic variation of Taenia hydatigena from Nigerian sheep and goats based on three mitochondrial genes",PARASITES & VECTORS,16,2019
"Phylogenetic species delimitation unravels a new species in the genus Sclerorhachis (Rech.f.) Rech.f. (Compositae, Anthemideae)",PLANT SYSTEMATICS AND EVOLUTION,8,2018
The Cinnamyl Alcohol Dehydrogenase Gene Family in Melon (Cucumis melo L.): Bioinformatic Analysis and Expression Patterns,PLOS ONE,27,2014
Whole-genome sequencing to identify transmission of Mycobacterium abscessus between patients with cystic fibrosis: a retrospective cohort study,LANCET,547,2013
The evolutionary history of a mammal species with a highly fragmented range: the phylogeography of the European snow vole,JOURNAL OF ZOOLOGY,21,2009
Evolution of a core gene network for skeletogenesis in chordates,PLOS GENETICS,56,2008
Pulmonary pneumaticity in the postcranial skeleton of extant Aves: A case study examining Anseriformes,JOURNAL OF MORPHOLOGY,104,2004
Repurposing an integrated national influenza platform for genomic surveillance of SARS-CoV-2 in Ghana: a molecular epidemiological analysis,LANCET GLOBAL HEALTH,6,2023
Evolution of the Toxb Gene in Pyrenophora tritici-repentis and Related Species,MOLECULAR PLANT-MICROBE INTERACTIONS,1,2024
"Descriptive Epidemiology and Phylodynamics of the First Wave of an Outbreak of Highly Pathogenic Avian Influenza (H5N1 Clade 2.3.4.4b) in British Columbia and the Yukon, Canada, April to September 2022",TRANSBOUNDARY AND EMERGING DISEASES,0,2024
"Island area, isolation and climate effects upon flower traits in a megadiverse archipelago",JOURNAL OF BIOGEOGRAPHY,0,2023
Haplotype sequence collection of ABO blood group alleles by long-read sequencing reveals putative A1-diagnostic variants,BLOOD ADVANCES,8,2023
Contrasting summer versus winter dynamic microbial communities and their environmental driving factors in the solid-state saccharification process of Fuyu-flavor Baijiu,FOOD RESEARCH INTERNATIONAL,17,2022
"Identification of SARS-CoV-2 Variants and Their Clinical Significance in Hefei, China",FRONTIERS IN MEDICINE,9,2022
Scientists' warning on invasive alien species,BIOLOGICAL REVIEWS,923,2020
m6A RNA modification modulates PI3K/Akt/mTOR signal pathway in Gastrointestinal Cancer,THERANOSTICS,61,2020
Mitochondrial DNA reveals species composition and phylogenetic relationships of hookworms in northeastern Brazil,INFECTION GENETICS AND EVOLUTION,8,2019
Understanding and assessing vegetation health by in situ species and remote-sensing approaches,METHODS IN ECOLOGY AND EVOLUTION,41,2018
Were sea level changes during the Pleistocene in the South Atlantic Coastal Plain a driver of speciation in Petunia (Solanaceae)?,BMC EVOLUTIONARY BIOLOGY,36,2015
Candidate Gene Approach for Parasite Resistance in Sheep - Variation in Immune Pathway Genes and Association with Fecal Egg Count,PLOS ONE,47,2014
"Transmitted drug-resistance in human immunodeficiency virus-infected adult population in El Salvador, Central America",CLINICAL MICROBIOLOGY AND INFECTION,13,2013
Transcontinental Phylogeography of the Daphnia pulex Species Complex,PLOS ONE,95,2012
Overview of worldwide diversity of Diaphorina citri Kuwayama mitochondrial cytochrome oxidase 1 haplotypes: two Old World lineages and a New World invasion,BULLETIN OF ENTOMOLOGICAL RESEARCH,60,2012
Phylogenetic insights into regional HIV transmission,AIDS,64,2012
Development of Computational Correlations among Known Drug Scaffolds and their Target-Specific Non-Coding RNA Scaffolds of Alzheimer's Disease,CURRENT ALZHEIMER RESEARCH,0,2023
"Evolution, correlation, structural impact and dynamics of emerging SARS-CoV-2 variants",COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,21,2021
