Article Title,Source Title,"Times Cited, All Databases",Publication Year
Multiple Introductions and Antigenic Mismatch with Vaccines May Contribute to Increased Predominance of G12P[8] Rotaviruses in the United States,JOURNAL OF VIROLOGY,30,2019
French citizens monitoring ordinary birds provide tools for conservation and ecological sciences,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,109,2012
The cytological implications of primary respiration,MEDICAL HYPOTHESES,1,2001
"Plasma Virome Reveals Blooms and Transmission of Anellovirus in Intravenous Drug Users with HIV-1, HCV, and/or HBV Infections",MICROBIOLOGY SPECTRUM,6,2022
Horizontal Gene Transfer Clarifies Taxonomic Confusion and Promotes the Genetic Diversity and Pathogenicity of Plesiomonas shigelloides,MSYSTEMS,15,2020
Unexpected Diversity during Community Succession in the Apple Flower Microbiome,MBIO,207,2013
Study of peptide fingerprints of parasite proteins and drug-DNA interactions with Markov-Mean-Energy invariants of biopolymer molecular-dynamic lattice networks,POLYMER,2,2009
"The biogeography of Elaphe sauromates (Pallas, 1814), with a description of a new rat snake species",PEERJ,27,2019
Partial support for the classical ring species hypothesis in the Chaerephon pumilus species complex (Chiroptera: Molossidae) from southeastern Africa and western Indian Ocean islands,MAMMALIA,3,2016
The importance of environmental heterogeneity and spatial distance in generating phylogeographic structure in edaphic specialist and generalist tree species of Protium (Burseraceae) across the Amazon Basin,JOURNAL OF BIOGEOGRAPHY,39,2013
Cross-species multiple environmental stress responses: An integrated approach to identify candidate genes for multiple stress tolerance in sorghum (Sorghum bicolor (L.) Moench) and related model species,PLOS ONE,11,2018
Estimated age and gender profile of individuals missed by a home-based HIV testing and counselling campaign in a Botswana community,JOURNAL OF THE INTERNATIONAL AIDS SOCIETY,27,2015
Evolutionary systematics of the Australian Eocyzicus fauna (Crustacea: Branchiopoda: Spinicaudata) reveals hidden diversity and phylogeographic structure,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,29,2014
Molecular Epidemiology of Pathogenic Leptospira spp. Infecting Dogs in Latin America,ANIMALS,1,2023
"A complete mitochondrial genome for fragrant Chinese rosewood (Dalbergia odorifera, Fabaceae) with comparative analyses of genome structure and intergenomic sequence transfers",BMC GENOMICS,21,2021
Phylogeography of the Alcippe morrisonia (Aves: Timaliidae): long population history beyond late Pleistocene glaciations,BMC EVOLUTIONARY BIOLOGY,112,2009
"RedB, a Member of the CRP/FNR Family, Functions as a Transcriptional Redox Brake",MICROBIOLOGY SPECTRUM,0,2022
Natural restoration can generate biological complexity,COMPLEXITY,1,2005
"Mi Casa, Tu Casa: the coati nest as a hub of Trypanosoma cruzi transmission in the southern Pantanal biome revealed by molecular blood meal source identification in triatomines",PARASITES & VECTORS,3,2023
"Circulation of Ngari Virus in Livestock, Kenya",MSPHERE,4,2022
Oyster Versatile IKKα/βs Are Involved in Toll-Like Receptor and RIG-I-Like Receptor Signaling for Innate Immune Response,FRONTIERS IN IMMUNOLOGY,16,2019
A Matrilineal Study on the Origin and Genetic Relations of the Ecuadorian Pillareno Creole Pig Population through D-Loop Mitochondrial DNA Analysis,ANIMALS,0,2021
Microbial Turnover and Dispersal Events Occur in Synchrony with Plant Phenology in the Perennial Evergreen Tree Crop Citrus sinensis,MBIO,7,2022
Characterisation of two quorum sensing systems in the endophytic Serratia plymuthica strain G3: differential control of motility and biofilm formation according to life-style,BMC MICROBIOLOGY,66,2011
Azithromycin resistance genes in Escherichia coli isolated from wastewater: Characterization and modeling-based evaluation of factors affecting the prevalence,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,5,2022
"Variation in global distribution, population structures, and demographic history for four Trichiurus cutlassfishes",PEERJ,5,2021
Early Jurassic to Late Cretaceous evolution of Zoophycos in the French Subalpine Basin (southeastern France),PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,90,2003
Meloidogyne graminicola Population Structure in China Suggests a South-to-North Expansion,PLANT DISEASE,1,2023
Genome-wide identification and expression profiling analysis of maize AP2/ERF superfamily genes reveal essential roles in abiotic stress tolerance,BMC GENOMICS,36,2022
Contagiousness of human behavior: Can the replication of yawning enlighten us?,ANNALES MEDICO-PSYCHOLOGIQUES,0,2021
Insights into the Impact of CD8+ Immune Modulation on Human Immunodeficiency Virus Evolutionary Dynamics in Distinct Anatomical Compartments by Using Simian Immunodeficiency Virus-Infected Macaque Models of AIDS Progression,JOURNAL OF VIROLOGY,7,2017
Genetic variability of South African fiscal shrikes (Lanius collaris) across an altitudinal gradient,AFRICAN ZOOLOGY,0,2005
"Transcriptome fine-mapping in Fusobacterium nucleatum reveals FoxJ, a new σE-dependent small RNA with unusual mRNA activation activity",MBIO,0,2024
The parietal architecture binding cognition to sensorimotor integration: a multimodal causal study,BRAIN,1,2024
The regulation landscape of MAPK signaling cascade for thwarting Bacillus thuringiensis infection in an insect host,PLOS PATHOGENS,35,2021
"Selection on the mitochondrial ATP synthase 6 and the NADH dehydrogenase 2 genes in hares (Lepus capensis L.,1758) from a steep ecological gradient in North Africa",BMC EVOLUTIONARY BIOLOGY,22,2017
'Decomposer' Basidiomycota in Arctic and Antarctic ecosystems,SOIL BIOLOGY & BIOCHEMISTRY,59,2008
Genomic epidemiology of tuberculosis in eastern Malaysia: insights for strengthening public health responses,MICROBIAL GENOMICS,6,2021
"Origin, diversity, and biogeography of Antarctic scale worms (Polychaeta: Polynoidae): a wide-scale barcoding approach",ECOLOGY AND EVOLUTION,2,2022
"Introduction, Evolution, and Dissemination of Influenza A Viruses in Exhibition Swine in the United States during 2009 to 2013",JOURNAL OF VIROLOGY,25,2016
"Cloning, Characterization and Expression Analysis of the Phosphate Starvation Response Gene, ClPHR1, from Chinese Fir",FORESTS,5,2020
Evolutionary loss of melanogenesis in the tunicate Molgula occulta,EVODEVO,13,2017
"Advanced Microbial Taxonomy Combined with Genome-Based-Approaches Reveals that Vibrio astriarenae sp nov., an Agarolytic Marine Bacterium, Forms a New Clade in Vibrionaceae",PLOS ONE,31,2015
Insights into Adaptive Mechanisms of Extreme Acidophiles Based on Quorum Sensing/Quenching-Related Proteins,MSYSTEMS,4,2022
"Structural, Functional and Phylogenetic Analysis of Sperm Lysozyme-Like Proteins",PLOS ONE,12,2016
Phylogeography of cultivated and wild ophiopogon japonicus based on chloroplast DNA: exploration of the origin and sustainable cultivation,BMC PLANT BIOLOGY,1,2023
Transmitted/Founder Hepatitis C Viruses Induce Cell-Type- and Genotype-Specific Differences in Innate Signaling within the Liver,MBIO,14,2015
"SOMATOSTATIN-28 AND NEUROPEPTIDE-Y INNERVATION IN THE SEPTAL AREA AND RELATED CORTICAL AND SUBCORTICAL STRUCTURES OF THE HUMAN-BRAIN - DISTRIBUTION, RELATIONSHIPS AND EVIDENCE FOR DIFFERENTIAL COEXISTENCE",NEUROSCIENCE,72,1987
Genetic signature analysis of Perkinsus marinus in Mexico suggests possible translocation from the Atlantic Ocean to the Pacific coast of Mexico,PARASITES & VECTORS,7,2017
Metabolites of pathogenic microorganisms database (MPMdb) and its seed metabolite applications,MICROBIOLOGY SPECTRUM,0,2024
Associations between picocyanobacterial ecotypes and cyanophage host genes across ocean basins and depth,PEERJ,3,2023
Survey of Zoonotic Diarrheagenic Protist and Hepatitis E Virus in Wild Boar (Sus scrofa) of Portugal,ANIMALS,11,2023
Genome-wide identification and characterization of lipoxygenase genes related to the English grain aphid infestation response in wheat,PLANTA,2,2023
Whole-genome analysis of natural interspecific recombinant between bovine alphaherpesviruses 1 and 5,VIRUS RESEARCH,5,2022
"New taxonomic and evolutionary insights relevant to the cat flea, Ctenocephalides felis: A geographic perspective",MOLECULAR PHYLOGENETICS AND EVOLUTION,13,2021
Analysis of Human Rotaviruses from a Single Location Over an 18-Year Time Span Suggests that Protein Coadaption Influences Gene Constellations,JOURNAL OF VIROLOGY,24,2014
"Phylogeographic Investigation of an Endangered Longhorn Beetle, Callipogon relictus (Coleoptera: Cerambycidae), in Northeast Asia: Implications for Future Restoration in Korea",INSECTS,3,2021
Revision of Quedius sensu stricto (Coleoptera: Staphylinidae),ACTA ENTOMOLOGICA MUSEI NATIONALIS PRAGAE,1,2022
"Microbial Assemblages Associated with the Soil-Root Continuum of an Endangered Plant, Helianthemum songaricum Schrenk",MICROBIOLOGY SPECTRUM,0,2023
Distribution of Two Strains of Leptoglossus zonatus (Dallas) (Hemiptera: Coreidae) in the Western Hemisphere: Is L. zonatus a Potential Invasive Species in California?,INSECTS,4,2021
Genome-Wide Comprehensive Identification and In Silico Characterization of Lectin Receptor-Like Kinase Gene Family in Barley (Hordeum vulgare L.),GENETICS RESEARCH,0,2024
A single class of ARF GTPase activated by several pathway-specific ARF-GEFs regulates essential membrane traffic in Arabidopsis,PLOS GENETICS,22,2018
"Azithromycin Exposure Induces Transient Microbial Composition Shifts and Decreases the Airway Microbiota Resilience from Outdoor PM2.5 Stress in Healthy Adults: a Randomized, Double-Blind, Placebo-Controlled Trial",MICROBIOLOGY SPECTRUM,0,2023
Organizing the Global Diversity of Microviruses,MBIO,19,2022
Solanimycin: Biosynthesis and Distribution of a New Antifungal Antibiotic Regulated by Two Quorum-Sensing Systems,MBIO,8,2022
"Genetic diversity, haplotype analysis, and prevalence of Hepatitis B virus MHR mutations among isolates from Kenyan blood donors",PLOS ONE,1,2023
Bacterial Keystone Taxa Regulate Carbon Metabolism in the Earthworm Gut,MICROBIOLOGY SPECTRUM,8,2022
Analysis of the symmetric configuration of the circle of Willis in a series of autopsied corpses,VOJNOSANITETSKI PREGLED,5,2015
The unique salt bridge network in GlacPETase: a key to its stability,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,0,2024
Prevalence of HIV-1 drug resistance in Eastern European and Central Asian countries,PLOS ONE,10,2022
A systematic review of the epidemiology of human monkeypox outbreaks and implications for outbreak strategy,PLOS NEGLECTED TROPICAL DISEASES,372,2019
"Molecular phylogeography and reproductive biology of the freshwater snail Tarebia granifera in Thailand and Timor (Cerithioidea, Thiaridae): morphological disparity versus genetic diversity",ZOOSYSTEMATICS AND EVOLUTION,10,2018
Comparative genomics of ParaHox clusters of teleost fishes: gene cluster breakup and the retention of gene sets following whole genome duplications,BMC GENOMICS,46,2007
Recent zoonoses caused by influenza A viruses,REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES,189,2000
The origin and early evolution of arthropods,BIOLOGICAL REVIEWS,18,2022
PCA and Clustering Reveal Alternate mtDNA Phylogeny of N and M Clades,JOURNAL OF MOLECULAR EVOLUTION,12,2008
A molecular approach to the study of the ancient populations of southern Italy,JOURNAL OF CULTURAL HERITAGE,0,2000
Analysis of the SNARE Stx8 recycling reveals that the retromer-sorting motif has undergone evolutionary divergence,PLOS GENETICS,2,2021
"Analysis of epidemiological and molecular data from invasive meningococcal disease surveillance in the Czech Republic, 1993-2020",EPIDEMIOLOGIE MIKROBIOLOGIE IMUNOLOGIE,2,2022
"Dual-strain genital herpes simplex virus type 2 (HSV-2) infection in the US, Peru, and 8 countries in sub-Saharan Africa: A nested cross-sectional viral genotyping study",PLOS MEDICINE,19,2017
"Characterization of HIV-1 molecular epidemiology and transmitted drug-resistance in newly diagnosed HIV-infected patients in Sichuan, China",BMC INFECTIOUS DISEASES,12,2022
Characterization in vitro and in vivo of the putative multigene 4-coumarate:CoA ligase network in Arabidopsis:: syringyl lignin and sinapate/sinapyl alcohol derivative formation,PHYTOCHEMISTRY,154,2005
Specialize or risk disappearance - empirical evidence of anisomerism based on comparative and developmental studies of gnathostome head and limb musculature,BIOLOGICAL REVIEWS,9,2015
A single amino acid polymorphism in a conserved effector of the multihost blast fungus pathogen expands host-target binding spectrum,PLOS PATHOGENS,26,2021
"A comprehensive genomic study, mutation screening, phylogenetic and statistical analysis of SARS-CoV-2 and its variant omicron among different countries",JOURNAL OF INFECTION AND PUBLIC HEALTH,25,2022
Genomic fingerprints of the world's soil ecosystems,MSYSTEMS,0,2024
Coregonids of Russia: Evolutionary genetic approach in assessment of the current state of biodiversity,FUNDAMENTAL AND APPLIED LIMNOLOGY,5,2017
Human Gut Mycobiome and Fungal Community Interaction: The Unknown Musketeer in the Chemotherapy Response Status in Bladder Cancer,EUROPEAN UROLOGY OPEN SCIENCE,8,2022
MOLECULAR LANGUAGE OF PARASITES,M S-MEDECINE SCIENCES,10,1995
"THE NEOCORTEX - AN OVERVIEW OF ITS EVOLUTIONARY DEVELOPMENT, STRUCTURAL ORGANIZATION AND SYNAPTOLOGY",ANATOMY AND EMBRYOLOGY,284,1994
Species and strange species in zoology: Do we need a unified concept of species?,COMPTES RENDUS PALEVOL,14,2011
Molecular population genetics of a host-associated sibling species complex of phytophagous ladybird beetles (Coleoptera: Coccinellidae: Epilachninae),JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,12,2011
"Improving influenza vaccine virus selectionReport of a WHO informal consultation held at WHO headquarters, Geneva, Switzerland, 14-16 June 2010",INFLUENZA AND OTHER RESPIRATORY VIRUSES,69,2012
