Article Title,Source Title,"Times Cited, All Databases",Publication Year
Dynamics of bacterial community succession in a salt marsh chronosequence: evidences for temporal niche partitioning,ISME JOURNAL,211,2014
Molecular epidemiology of hepatitis C virus genotypes in West Mexico,VIRUS RESEARCH,21,2010
Roles of sulfate-reducing bacteria in sustaining the diversity and stability of marine bacterial community,FRONTIERS IN MICROBIOLOGY,0,2023
Molecular and epidemiological characterization of HIV-1 infection networks involving transmitted drug resistance mutations in Northern Greece,JOURNAL OF ANTIMICROBIAL CHEMOTHERAPY,20,2011
Urbanization increases stochasticity and reduces the ecological stability of microbial communities in amphibian hosts,FRONTIERS IN MICROBIOLOGY,3,2023
Identification of MYB gene family in medicinal tea tree Melaleuca alternifolia (Maiden and Betche) cheel and analysis of members regulating terpene biosynthesis,MOLECULAR BIOLOGY REPORTS,0,2024
Constraint around Quarter-Power Allometric Scaling in Wild Tomatoes (Solanum sect. Lycopersicon; Solanaceae),AMERICAN NATURALIST,15,2015
Enhancing SARS-CoV-2 Surveillance through Regular Genomic Sequencing in Spain: The RELECOV Network,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,1,2023
"Sediment microbiomes associated with the rhizosphere of emergent macrophytes in a shallow, subtropical lake",LIMNOLOGY AND OCEANOGRAPHY,50,2020
Prediction of missing enzyme genes in a bacterial metabolic network -: Reconstruction of the lysine-degradation pathway of Pseudomonas aeruginosa,FEBS JOURNAL,30,2007
"Specialization in plant-pollinator networks: insights from local-scale interactions in Glenbow Ranch Provincial Park in Alberta, Canada",BMC ECOLOGY,11,2019
"Evolution of MHC class I genes in Eurasian badgers, genus Meles (Carnivora, Mustelidae)",HEREDITY,9,2019
Phylogeography of the freshwater crayfish Cherax destructor Clark (Parastacidae) in inland Australia:: historical fragmentation and recent range expansion,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,46,2004
Octopus americanus:a cryptic species of theO. vulgarisspecies complex redescribed from the Caribbean,AQUATIC ECOLOGY,44,2020
"Phylogeny and Niche Conservatism in North and Central American Triatomine Bugs (Hemiptera: Reduviidae: Triatominae), Vectors of Chagas' Disease",PLOS NEGLECTED TROPICAL DISEASES,50,2014
Mitochondrial Diversity Supports Multiple Origins for Invasive Pigs,JOURNAL OF WILDLIFE MANAGEMENT,25,2014
"A foreign invader or a reclusive native? DNA bar coding reveals a distinct European lineage of the zoonotic parasite Schistosoma turkestanicum (syn. Orientobilharzia turkestanicum (Dutt and Srivastava, 1955))",INFECTION GENETICS AND EVOLUTION,11,2013
Phylogenetic reconstruction of the cultural evolution of electronic music via dynamic community detection (1975-1999),EVOLUTION AND HUMAN BEHAVIOR,8,2021
Transcriptomic and evolutionary analyses of white pear (Pyrus bretschneideri) β-amylase genes reveals their importance for cold and drought stress responses,GENE,20,2019
Evolution of the O alleles of the human ABO blood group gene,TRANSFUSION,41,2004
"Genomic monitoring of the SARS-CoV-2 B1.1.7 (WHO VOC Alpha) in the Sao Paulo state, Brazil",VIRUS RESEARCH,4,2022
Genetic Structure of the Bacterial Endosymbiont Buchnera aphidicola from Its Host Aphid Schlechtendalia chinensis and Evolutionary Implications,CURRENT MICROBIOLOGY,8,2018
Intraspecific genetic analysis of the summer tanager Piranga rubra:: implications for species limits and conservation,JOURNAL OF AVIAN BIOLOGY,5,2007
Estimating Scandinavian and Gaelic ancestry in the male settlers of Iceland,AMERICAN JOURNAL OF HUMAN GENETICS,170,2000
Incorporation of Turkish Hyalopterus spp. into recent species reassessment based on their molecular and morphometric features,ZOOTAXA,0,2022
The Destructive Tree Pathogen Phytophthora ramorum Originates from the Laurosilva Forests of East Asia,JOURNAL OF FUNGI,42,2021
Phylogenetic relationships of the Hucul horse from Romania inferred from mitochondrial D-loop variation,GENETICS AND MOLECULAR RESEARCH,16,2011
Inferring HIV transmission patterns from viral deep-sequence data via latent typed point processes,BIOMETRICS,0,2024
Phylogenetic relationship of the Greater White-fronted Goose Anser albifrons subspecies wintering in the Palaearctic region,ORNITHOLOGICAL SCIENCE,3,2013
MITOCHONDRIAL-DNA EVOLUTION IN THE MELANOGASTER SPECIES SUBGROUP OF DROSOPHILA,JOURNAL OF MOLECULAR EVOLUTION,160,1986
"The fossil Osmundales (Royal Ferns)-a phylogenetic network analysis, revised taxonomy, and evolutionary classification of anatomically preserved trunks and rhizomes",PEERJ,27,2017
Sequence signatures and the probabilistic identification of proteins in the Myc-Max-Mad network,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,22,2005
Distinct Evolutionary Profiles and Functions of microRNA156 and microRNA529 in Land Plants,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,6,2021
Effect of Wnt3a on Keratinocytes Utilizing in Vitro and Bioinformatics Analysis,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,3,2014
Multiple origins of self-compatible species Fagopyrum homotropicum from heterostylous self-incompatible wild common buckwheat F. esculentum subsp. ancestrale revealed by nucleotide sequence analyses of EST regions,PLANT SYSTEMATICS AND EVOLUTION,0,2019
Molecular phylogeography of white-lipped tree viper (Trimeresurus; Viperidae),ZOOLOGICA SCRIPTA,24,2016
Phylogenetic analysis of developmental and postnatal mouse cell lineages,EVOLUTION & DEVELOPMENT,34,2010
Population Structure and Genetic Diversity Analyses Provide New Insight into the Endemic Species Aster spathulifolius Maxim. and Its Evolutionary History,PLANTS-BASEL,1,2024
Genetic Diversity and Phylogeny Pattern across Chongqing (China) Chicken Populations Using mtDNA D-Loop Sequences,RUSSIAN JOURNAL OF GENETICS,1,2022
Molecular systematics of the Middle American genus Hypopachus (Anura: Microhylidae),MOLECULAR PHYLOGENETICS AND EVOLUTION,16,2011
Further evidence from SSCP and ITS DNA sequencing support Trypanosoma evansi and Trypanosoma equiperdum as subspecies or even strains of Trypanosoma brucei,INFECTION GENETICS AND EVOLUTION,26,2016
Limited genetic diversity and expression profile of Plasmodium falciparum haem detoxification protein: a possible diagnostic target,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,2,2022
"Observations on the Population Genetic Structure of the Leaf Galling Nematode, Ditylenchus gallaeformans",PHYTOPATHOLOGY,1,2022
The FGGY Carbohydrate Kinase Family: Insights into the Evolution of Functional Specificities,PLOS COMPUTATIONAL BIOLOGY,47,2011
"Phylogeny of Y-chromosome haplogroup C3b-F1756, an important paternal lineage in Altaic-speaking populations",JOURNAL OF HUMAN GENETICS,22,2017
Origin of Gymnocypris przewalskii and phylogenetic history of Gymnocypris eckloni (Teleostei: Cyprinidae),PROGRESS IN NATURAL SCIENCE-MATERIALS INTERNATIONAL,13,2007
"Tree rooting with outgroups when they differ in their nucleotide composition from the ingroup:: The Drosophila saltans and willistoni groups, a case study",MOLECULAR PHYLOGENETICS AND EVOLUTION,68,2000
Demographic stability of the Australian temperate exoneurine bees (Hymenoptera: Apidae) through the Last Glacial Maximum,AUSTRAL ENTOMOLOGY,4,2021
Molecular evolution of the ankyrin gene family,MOLECULAR BIOLOGY AND EVOLUTION,39,2006
"The plant heat stress transcription factor (Hsf) family: Structure, function and evolution",BIOCHIMICA ET BIOPHYSICA ACTA-GENE REGULATORY MECHANISMS,793,2012
"A new species of Baikal endemic sponges Porifera, Demospongiae, Spongillida, Lubomirskiidae)",ZOOKEYS,9,2020
"Hares from the Late Pleistocene of Ukraine: a phylogenetic analysis and the status of Lepus tanaiticus (Mammalia, Lagomorpha)",BIOLOGIA,0,2024
Phylogenetic Analysis of the Membrane Attack Complex/Perforin Domain-Containing Proteins in Gossypium and the Role of GhMACPF26 in Cotton Under Cold Stress,FRONTIERS IN PLANT SCIENCE,6,2021
"Evolution and biogeographic history of the Saguinus mystax group (Primates, Callithrichidae)",AMERICAN JOURNAL OF PRIMATOLOGY,4,2021
Pinnipeds carriers of pathogenic Leptospira: New data based on molecular characterization,RESEARCH IN VETERINARY SCIENCE,6,2023
"Structural, Functional, and Evolutionary Characterization of Major Drought Transcription Factors Families in Maize",FRONTIERS IN CHEMISTRY,22,2018
"Phylogenetic relationships in Opuntia (Cactaceae, Opuntioideae) from southern South America",PLANT SYSTEMATICS AND EVOLUTION,21,2015
Morphology and molecules reveal two new species of the poorly studied gecko genus Paragehyra (Squamata: Gekkonidae) from Madagascar,ORGANISMS DIVERSITY & EVOLUTION,11,2015
"Out of Sight, Out of Mind: Widespread Nuclear and Plastid-Nuclear Discordance in the Flowering Plant Genus Polemonium (Polemoniaceae) Suggests Widespread Historical Gene Flow Despite Limited Nuclear Signal",SYSTEMATIC BIOLOGY,57,2021
Full genome characterization of the first G3P[24] rotavirus strain detected in humans provides evidence of interspecies reassortment and mutational saturation in the VP7 gene,JOURNAL OF GENERAL VIROLOGY,9,2016
"The species delimitation problem in the Simulium damnosum complex, blackfly vectors of onchocerciasis",MEDICAL AND VETERINARY ENTOMOLOGY,8,2009
Gene-pool structure of Tuvinians inferred from Y-chromosome marker data,RUSSIAN JOURNAL OF GENETICS,16,2013
STRUCTURAL CHARACTERIZATION OF THE NEURAL CIRCUIT RESPONSIBLE FOR CONTROL OF CARDIOVASCULAR FUNCTIONS IN HIGHER VERTEBRATES,COMPUTERS IN BIOLOGY AND MEDICINE,4,1990
Genome-wide characterization and expression analysis of the growth-regulating factor family in Saccharum,BMC PLANT BIOLOGY,2,2022
Rapid Radiation and Rampant Reticulation: Phylogenomics of South American Liolaemus Lizards,SYSTEMATIC BIOLOGY,21,2022
"Type I interferon genes from the egg-laying mammal, Tachyglossus aculeatus (short-beaked echidna)",IMMUNOLOGY AND CELL BIOLOGY,13,2004
Investigation on maternal lineage of a Neolithic group from northern Shaanxi based on ancient DNA,MITOCHONDRIAL DNA PART A,2,2017
ATG8 Expansion: A Driver of Selective Autophacy Diversification?,TRENDS IN PLANT SCIENCE,109,2017
Determining the consistency of partial tree descriptions,ARTIFICIAL INTELLIGENCE,9,2007
Plants on the IUCN Red List: setting priorities to inform conservation,TRENDS IN PLANT SCIENCE,45,2009
"Taxonomy and molecular phylogeny of Arthrobotrys mangrovispora, a new marine nematode-trapping fungal species",BOTANICA MARINA,28,2008
Trophic interaction and diversity of cavity-nesting bees and wasps (Hymenoptera: Aculeata) in Atlantic forest fragments and in adjacent matrices,APIDOLOGIE,13,2019
Advances of Apetala2/Ethylene Response Factors in Regulating Development and Stress Response in Maize,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,5,2023
Structural and Phylogenetic Diversity of Anaerobic Carbon-Monoxide Dehydrogenases,FRONTIERS IN MICROBIOLOGY,37,2019
"Flavobacterium aquaticum sp nov., a member of the Bacteroidetes isolated from a freshwater reservoir",JOURNAL OF MICROBIOLOGY,5,2013
The Functional A Allele Was Resurrected via Recombination in the Human ABO Blood Group Gene,MOLECULAR BIOLOGY AND EVOLUTION,11,2012
Distribution of dominant arbuscular mycorrhizal fungi among five plant species in undisturbed vegetation of a coastal grassland,MYCORRHIZA,47,2005
Linguistic Phylogenies Support Back-Migration from Beringia to Asia,PLOS ONE,31,2014
First report of Citrus viroid V in North Africa,JOURNAL OF GENERAL PLANT PATHOLOGY,7,2015
Epidemiological and genetic analysis of severe acute respiratory syndrome,LANCET INFECTIOUS DISEASES,80,2004
The Lombard Effect: From Acoustics to Neural Mechanisms,TRENDS IN NEUROSCIENCES,66,2018
Trans-acting small interfering RNA4: key to nutraceutical synthesis in grape development?,TRENDS IN PLANT SCIENCE,49,2013
"COMPARATIVE ANATOMY OF THE INSECT TRACHEAL SYSTEM PART 1: INTRODUCTION, APTERYGOTES, PALEOPTERA, POLYNEOPTERA",BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,5,2023
No genetic substructuring in Artemisia subgenus Tridentatae despite strong ecotypic subspecies selection,BIOCHEMICAL SYSTEMATICS AND ECOLOGY,7,2002
"Three new species of Alveolophora (Aulacoseiraceae, Bacillariophyceae) from Miocene deposits in western North America",PHYCOLOGIA,9,2013
A new generic approach to the taxonomy of predatory anamorphic Orbiliaceae (Ascomycotina),MYCOTAXON,14,2006
The Impact of Mutualisms on Species Richness,TRENDS IN ECOLOGY & EVOLUTION,65,2019
HAIviz: an interactive dashboard for visualising and integrating healthcare- associated genomic epidemiological data,MICROBIAL GENOMICS,0,2024
"Wenhsuisporus taiwanensis gen. et sp. nov., a peculiar setose hyphomycete from submerged wood in Taiwan",MYCOLOGICAL PROGRESS,1,2022
Isolation and characterization of a bacterial cellulose-producing bacterium derived from the persimmon vinegar,AFRICAN JOURNAL OF BIOTECHNOLOGY,12,2011
From elements to modules: regulatory evolution in Ascomycota fungi,CURRENT OPINION IN GENETICS & DEVELOPMENT,52,2009
Classification of patterns of benignity and malignancy based on CT using topology-based phylogenetic diversity index and convolutional neural network,PATTERN RECOGNITION,40,2018
"Genetic differences in the rat lungworm, Angiostrongylus cantonensis (Nematoda: Angiostrongylidae), in Thailand",JOURNAL OF HELMINTHOLOGY,17,2015
Gene diversity of chimpanzee ABO blood group genes elucidated from intron 6 sequences,JOURNAL OF HEREDITY,7,2000
Molecular characterization of recombinant LSDV isolates from 2022 outbreak in Indonesia through phylogenetic networks and whole-genome SNP-based analysis,BMC GENOMICS,0,2024
High prevalence and diversity of HIV-1 non-B genetic forms due to immigration in southern Spain: A phylogeographic approach,PLOS ONE,7,2017
Multispecies interactions across trophic levels at macroscales: retrospective and future directions,ECOGRAPHY,67,2015
Bacterial communities in a subarctic stream network: Spatial and seasonal patterns of benthic biofilm and bacterioplankton,MOLECULAR ECOLOGY,2,2022
"Mitochondrial and nuclear DNA reveals reticulate evolution in hares (Lepus spp., Lagomorpha, Mammalia) from Ethiopia",PLOS ONE,15,2017
Designing Brains for Pain: Human to Mollusc,FRONTIERS IN PHYSIOLOGY,16,2018
Simple topological properties predict functional misannotations in a metabolic network,BIOINFORMATICS,14,2013
Whole-Genome Sequencing and Social-Network Analysis of a Tuberculosis Outbreak,NEW ENGLAND JOURNAL OF MEDICINE,623,2011
Interspecific Gene Flow and Mitochondrial Genome Capture during the Radiation of Jamaican Anolis Lizards (Squamata; Iguanidae),SYSTEMATIC BIOLOGY,10,2022
"Phylogeography of the Chinese endemic freshwater crab Sinopotamon acutum (Brachyura, Potamidae)",ZOOLOGICA SCRIPTA,20,2015
A latent class approach to identify multi-risk profiles associated with phylogenetic clustering of recent hepatitis C virus infection in Australia and New Zealand from 2004 to 2015,JOURNAL OF THE INTERNATIONAL AIDS SOCIETY,7,2019
Multispecies hybridization in birds,AVIAN RESEARCH,30,2019
"HIV-1 molecular transmission network among sexually transmitted populations in Liaoning Province, China",MEDICINE,9,2021
Effect of Arbuscular mycorrhizal fungi (AMF) inoculation on endophytic bacteria of lettuce,PHYSIOLOGICAL AND MOLECULAR PLANT PATHOLOGY,2,2023
"Comparing the bacterial composition, succession and assembly patterns in plastisphere and kitchen waste composting with PLA/PBAT blends",JOURNAL OF HAZARDOUS MATERIALS,11,2023
"From Persian Gulf to Indonesia: interrelated phylogeographic distance and chemistry within the genus Peronia (Onchidiidae, Gastropoda, Mollusca)",SCIENTIFIC REPORTS,2,2020
Cytochrome P450 Networks in Chemical Space,ARCHIVES OF PHARMACAL RESEARCH,4,2010
Analysis of Bos taurus and Sus scrofa X and Y chromosome transcriptome highlights reproductive driver genes,ONCOTARGET,5,2017
"Genome-wide analyses of the mung bean NAC gene family reveals orthologs, co-expression networking and expression profiling under abiotic and biotic stresses",BMC PLANT BIOLOGY,16,2022
Phyloproteomic and functional analyses do not support a split in the genus Borrelia (phylum Spirochaetes),BMC EVOLUTIONARY BIOLOGY,12,2019
Phylogeography of Hipposideros armiger (Chiroptera: Hipposideridae) in the Oriental Region: the contribution of multiple Pleistocene glacial refugia and intrinsic factors to contemporary population genetic structure,JOURNAL OF BIOGEOGRAPHY,45,2014
Plant Endemism Centres and Biodiversity Hotspots in Greece,BIOLOGY-BASEL,53,2021
Soil microbial diversity and network complexity drive the ecosystem multifunctionality of temperate grasslands under changing precipitation,SCIENCE OF THE TOTAL ENVIRONMENT,6,2024
Molecular epidemiological analysis of HIV in sexual networks in Uganda,AIDS,45,1998
Microbiota conservation and BMI signatures in adult monozygotic twins,ISME JOURNAL,295,2013
Metabolomics and Transcriptomics Reveal that Diarylheptanoids Vary in Amomum tsao-ko Fruit Development,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,1,2023
Metabolic and proteomic mechanism of bisphenol A degradation by Bacillus thuringiensis,SCIENCE OF THE TOTAL ENVIRONMENT,25,2018
Aridity drives phylogenetic diversity and species richness patterns of nitrogen-fixing plants in North America,GLOBAL ECOLOGY AND BIOGEOGRAPHY,3,2022
Global protein function prediction from protein-protein interaction networks,NATURE BIOTECHNOLOGY,582,2003
Molecular Phylogeography and Evolutionary History of Poropuntius huangchuchieni (Cyprinidae) in Southwest China,PLOS ONE,90,2013
A new species of Xenoturbella from the western Pacific Ocean and the evolution of Xenoturbella,BMC EVOLUTIONARY BIOLOGY,14,2017
Gene Expression Correlation Analysis Reveals MYC-NAC Regulatory Network in Cotton Pigment Gland Development,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,2,2021
Genetic diversity and population structure in the narrow endemic Chinese walnut Juglans hopeiensis Hu: implications for conservation,TREE GENETICS & GENOMES,10,2017
Phylogenomics of the Andean Tetraploid Clade of the American Amaryllidaceae (Subfamily Amaryllidoideae): Unlocking a Polyploid Generic Radiation Abetted by Continental Geodynamics,FRONTIERS IN PLANT SCIENCE,13,2020
The imbalance of nature: revisiting a Darwinian framework for invasion biology,GLOBAL ECOLOGY AND BIOGEOGRAPHY,119,2014
Environmental heterogeneity determines the ecological processes that govern bacterial metacommunity assembly in a floodplain river system,ISME JOURNAL,107,2020
A Phylogenetic Study of the ANT Family Points to a preANT Gene as the Ancestor of Basal and euANT Transcription Factors in Land Plants,FRONTIERS IN PLANT SCIENCE,18,2019
Multiple Horizontal Gene Transfer Events and Domain Fusions Have Created Novel Regulatory and Metabolic Networks in the Oomycete Genome,PLOS ONE,35,2009
Genome-Wide Identification and Co-Expression Networks of WOX Gene Family in Nelumbo nucifera,PLANTS-BASEL,0,2024
Microbiome network analysis of co-occurrence patterns in anaerobic co-digestion of sewage sludge and food waste,WATER SCIENCE AND TECHNOLOGY,15,2019
Genome-Wide Identification and Expression Analysis of Heat Shock Transcription Factor Family in Chenopodium quinoa Willd,AGRONOMY-BASEL,10,2018
A genome-wide cis-regulatory element discovery method based on promoter sequences and gene co-expression networks,BMC GENOMICS,17,2013
One and the same: integrative taxonomic evidence that Bactrocera invadens (Diptera: Tephritidae) is the same species as the Oriental fruit fly Bactrocera dorsalis,SYSTEMATIC ENTOMOLOGY,82,2015
Comparative Genomic Insights into Chemoreceptor Diversity and Habitat Adaptation of Archaea,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,0,2022
The genus Adriohydrobia (Hydrobiidae: Gastropoda):: polytypic species or polymorphic populations?,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,67,2001
Epidemiological network analysis in HIV-1 B infected patients diagnosed in Italy between 2000 and 2008,INFECTION GENETICS AND EVOLUTION,31,2011
How Mycorrhizal Associations Influence Orchid Distribution and Population Dynamics,FRONTIERS IN PLANT SCIENCE,30,2021
Characterization of the European type of maternal lineage evident in extant Jeju native pigs,GENES & GENOMICS,6,2011
Genome-wide characterization of the aldehyde dehydrogenase gene superfamily in soybean and its potential role in drought stress response,BMC GENOMICS,43,2017
"Quantifying HIV transmission flow between high-prevalence hotspots and surrounding communities: a population-based study in Rakai, Uganda",LANCET HIV,50,2020
Integrated metagenomic data analysis demonstrates that a loss of diversity in oral microbiota is associated with periodontitis,BMC GENOMICS,78,2017
"Phylogeny of the Centaurea group (Centaurea, Compositae) - Geography is a better predictor than morphology",MOLECULAR PHYLOGENETICS AND EVOLUTION,66,2014
Eukaryotic Protein Kinases (ePKs) of the Helminth Parasite Schistosoma mansoni,BMC GENOMICS,66,2011
Molecular analysis of mitochrondrial cytb of Pediculus humanus capitis in Thailand revealed potential historical connection with South Asia,PLOS ONE,3,2021
Did geckos ride the Palawan raft to the Philippines?,JOURNAL OF BIOGEOGRAPHY,82,2012
The Himalayan uplift and evolution of aquatic biodiversity across Asia: Snowtrout (Cyprininae: Schizothorax) as a test case,PLOS ONE,0,2023
Unique skull network complexity of Tyrannosaurus rex among land vertebrates,SCIENTIFIC REPORTS,17,2019
Comparative Transcriptome-Based Mining and Expression Profiling of Transcription Factors Related to Cold Tolerance in Peanut,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,26,2020
Meta-Analysis of Mitochondrial DNA Control Region Diversity to Shed Light on Phylogenetic Relationship and Demographic History of African Sheep (Ovis aries) Breeds,BIOLOGY-BASEL,9,2021
Gene Flow Increases Phylogenetic Structure and Inflates Cryptic Species Estimations: A Case Study on Widespread Philippine Puddle Frogs (Occidozyga laevis),SYSTEMATIC BIOLOGY,34,2022
"Distinct Genetic Diversity of Oncomelania hupensis, Intermediate Host of Schistosoma japonicum in Mainland China as Revealed by ITS Sequences",PLOS NEGLECTED TROPICAL DISEASES,41,2010
"Innexins in the lobster stomatogastric nervous system:: cloning, phylogenetic analysis, developmental changes and expression within adult identified dye and electrically coupled neurons",EUROPEAN JOURNAL OF NEUROSCIENCE,26,2006
Ancestral reconstruction of protein interaction networks,PLOS COMPUTATIONAL BIOLOGY,9,2019
Genome-wide identification of the Jatropha curcas MYB family and functional analysis of the abiotic stress responsive gene JcMYB2,BMC GENOMICS,49,2016
Phylogeny and evolution of Rab7 and Rab9 proteins,BMC EVOLUTIONARY BIOLOGY,29,2009
Lactobacillus phylogenomics - towards a reclassification of the genus,INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY,91,2008
ModelRevelator: Fast phylogenetic model estimation via deep learning,MOLECULAR PHYLOGENETICS AND EVOLUTION,1,2023
RELATIONSHIPS IN THE BARLEY GENUS (HORDEUM) - AN ELECTROPHORETIC EXAMINATION OF PROTEINS,HEREDITAS,97,1986
Directed networks reveal genomic barriers and DNA repair bypasses to lateral gene transfer among prokaryotes,GENOME RESEARCH,190,2011
The effects of habitat loss on bat-fruit networks,BIODIVERSITY AND CONSERVATION,26,2019
Genotype Sequencing and Phylogenetic Analysis Revealed the Origins of Citrus Yellow Vein Clearing Virus California Isolates,VIRUSES-BASEL,1,2024
"Function, dynamics and evolution of network motif modules in integrated gene regulatory networks of worm and plant",NUCLEIC ACIDS RESEARCH,15,2018
Probing the architecture of testis and morphology of male germinal cells in the mud crab with the atomic force microscopy,TURKISH JOURNAL OF BIOLOGY,1,2013
Species Phylogeny versus Gene Trees: A Case Study of an Incongruent Data Matrix Based on Paphiopedilum Pfitz. (Orchidaceae),INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,3,2021
Exploitation of a novel slowly mutating Y-STRs set and evaluation of slowly mutating Y-STRs plus Y-SNPs typing strategy in forensic genetics and evolutionary research,ELECTROPHORESIS,10,2021
Genetic diversity analysis of the oriental river prawn (Macrobrachium nipponense) in Huaihe River,MITOCHONDRIAL DNA PART A,17,2018
A random walk-based method for detecting essential proteins by integrating the topological and biological features of PPI network,SOFT COMPUTING,7,2021
Rare Bolivian wild chileCapsicum eshbaughii(Solanaceae) located again: open ending on its identity and conservation,PLANT SYSTEMATICS AND EVOLUTION,3,2020
Implicit inequality constraints in a binary tree model,ELECTRONIC JOURNAL OF STATISTICS,16,2011
Conservation priority of global Galliformes species based on phylogenetic diversity,INTEGRATIVE ZOOLOGY,4,2014
Genetic and phenotypic variability in populations of the Macrobrachium amazonicum complex: New findings to the upper Parana Hydrographic Basin,ZOOLOGISCHER ANZEIGER,5,2021
Contrasting effects of geographical separation on the genetic population structure of sympatric species of mites in avocado orchards,BULLETIN OF ENTOMOLOGICAL RESEARCH,8,2014
Complete Anopheles funestus mitogenomes reveal an ancient history of mitochondrial lineages and their distribution in southern and central Africa,SCIENTIFIC REPORTS,14,2018
"The delimitation of Antarctic and bipolar species of neuropogonoid Usnea (Ascomycota, Lecanorales):: a cohesion approach of species recognition for the Usnea perpusilla complex",MYCOLOGICAL RESEARCH,123,2008
Genetic relationship of Chinese and Japanese gamecocks revealed by mtDNA sequence variation,BIOCHEMICAL GENETICS,16,2006
Temporal patterns in the interaction between photosynthetic picoeukaryotes and their attached fungi in Lake Chaohu,FEMS MICROBIOLOGY ECOLOGY,7,2020
Reciprocal Specialization in Multihost Malaria Parasite Communities of Birds: A Temperate-Tropical Comparison,AMERICAN NATURALIST,25,2014
Genome-wide expression analysis of HSP70 family genes in rice and identification of a cytosolic HSP70 gene highly induced under heat stress,FUNCTIONAL & INTEGRATIVE GENOMICS,74,2013
Evolution of Reproductive Life History in Mammals and the Associated Change of Functional Constraints,GENES,6,2021
A blueprint of the amino acid biosynthesis network of hemiascomycetes,FEMS YEAST RESEARCH,14,2014
Molecular Evolution of the Vacuolar Iron Transporter (VIT) Family Genes in 14 Plant Species,GENES,28,2019
Sweet complementarity: the functional pairing of glycans with lectins,CELLULAR AND MOLECULAR LIFE SCIENCES,67,2016
Myosporidium ladogensis n. comb. in burbot Lota lota from Finland: fine structure and microsporidian taxonomy,DISEASES OF AQUATIC ORGANISMS,2,2020
Linking floral symmetry genes to breeding system evolution,TRENDS IN PLANT SCIENCE,39,2006
Comprehensive Analysis of SRO Gene Family in Sesamum indicum (L.) Reveals Its Association with Abiotic Stress Responses,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,5,2021
Zoonotic Transfer of Clostridium difficile Harboring Antimicrobial Resistance between Farm Animals and Humans,JOURNAL OF CLINICAL MICROBIOLOGY,95,2018
"Chromosome painting comparison of Leontopithecus chrysomelas (Callitrichine, Platyrrhini) with man and its phylogenetic position",CHROMOSOME RESEARCH,15,2004
CREB: a message to remember,CELLULAR AND MOLECULAR LIFE SCIENCES,94,1999
A cysteine-clamp gene drives embryo polarity in the midge Chironomus,SCIENCE,36,2015
Patterns of Sequence and Expression Diversification Associate Members of the PADRE Gene Family With Response to Fungal Pathogens,FRONTIERS IN GENETICS,7,2020
Phylogeny and Evolution of the Neotropical Radiation of Lachemilla (Rosaceae): Uncovering a History of Reticulate Evolution and Implications for Infrageneric Classification,SYSTEMATIC BOTANY,32,2018
Genome-Wide Identification and Function Analyses of Heat Shock Transcription Factors in Potato,FRONTIERS IN PLANT SCIENCE,77,2016
Understanding the colonization history of the Galapagos flycatcher (Myiarchus magnirostris),MOLECULAR PHYLOGENETICS AND EVOLUTION,12,2012
DNA barcodes provide new evidence of a recent radiation in the genus Sporophila (Aves: Passeriformes),MOLECULAR ECOLOGY RESOURCES,39,2010
"Phylogeography, genetic diversity and structure of the poecilosclerid sponge Phorbas fictitius at oceanic islands",CONTRIBUTIONS TO ZOOLOGY,23,2010
Redefining the BH3 Death Domain as a 'Short Linear Motif',TRENDS IN BIOCHEMICAL SCIENCES,58,2015
"Arctic-boreal sibling species of Paranaitis (Polychaeta, Phyllodocidae)",MARINE BIOLOGY RESEARCH,33,2009
"Intraspecific phylogeny of Anopheles (Kerteszia) neivai Howard, Dyar & Knab 1913, based on mitochondrial and nuclear ribosomal genes",INFECTION GENETICS AND EVOLUTION,2,2019
mtDNA genetic characterization of an isolated sheep breed in South of Moroccan Atlas,SMALL RUMINANT RESEARCH,2,2020
Patterns of genetic diversity within and between Myotis d. daubentonii and M-d. nathalinae derived from cytochrome b mtDNA sequence data,ACTA CHIROPTEROLOGICA,3,2007
The social microbiome: gut microbiome diversity and abundance are negatively associated with sociality in a wild mammal,ROYAL SOCIETY OPEN SCIENCE,2,2023
Phylogeography and population expansion of Western Himalayan highly-erratically migratory painted lady butterfly (Lepidoptera: Nymphalidae: Vanessa cardui),JOURNAL OF ASIA-PACIFIC ENTOMOLOGY,1,2021
