Article Title,Source Title,"Times Cited, All Databases",Publication Year
"First look into the evolutionary history, phylogeographic and population genetic structure of the Danube barbel in Croatia",KNOWLEDGE AND MANAGEMENT OF AQUATIC ECOSYSTEMS,2,2021
"Switchgrass Genomic Diversity, Ploidy, and Evolution: Novel Insights from a Network-Based SNP Discovery Protocol",PLOS GENETICS,604,2013
Role of bacterial peptidase F inferred by statistical analysis and further experimental validation,HFSP JOURNAL,14,2008
Comprehensive genome-wide analysis of calmodulin-binding transcription activator (CAMTA) in Durio zibethinus and identification of fruit ripening-associated DzCAMTAs,BMC GENOMICS,9,2021
Towards an Evolutionary Model of Transcription Networks,PLOS COMPUTATIONAL BIOLOGY,13,2011
"Effectiveness of seasonal influenza vaccine in Australia, 2015: An epidemiological, antigenic and phylogenetic assessment",VACCINE,22,2016
"The Role of Viral Introductions in Sustaining Community-Based HIV Epidemics in Rural Uganda: Evidence from Spatial Clustering, Phylogenetics, and Egocentric Transmission Models",PLOS MEDICINE,105,2014
mNFE: microbiome network flow entropy for detecting pre-disease states of type 1 diabetes,GUT MICROBES,0,2024
"Gene flow and genetic structure of Bactrocera carambolae (Diptera, Tephritidae) among geographical differences and sister species, B-dorsalis, inferred from microsatellite DNA data",ZOOKEYS,15,2015
"Surveillance of Aedes aegypti populations in the city of Praia, Cape Verde: Zika virus infection, insecticide resistance and genetic diversity",PARASITES & VECTORS,12,2020
Seed Plant Endemism on Hainan Island: A Framework for Conservation Actions,BOTANICAL REVIEW,55,2010
Multiple founding paternal lineages inferred from the newly-developed 639-plex Y-SNP panel suggested the complex admixture and migration history of Chinese people,HUMAN GENOMICS,5,2023
Illuminating Endocrine Evolution: The Power and Potential of Large-Scale Comparative Analyses INTRODUCTION,INTEGRATIVE AND COMPARATIVE BIOLOGY,10,2018
The diversity of ant-associated black yeasts: insights into a newly discovered world of symbiotic interactions,FUNGAL BIOLOGY,91,2011
"Phylogeography of the Neotropical catfish Pimelodus albicans (Siluriformes: Pimelodidae) from rio de la Plata basin, South America, and conservation remarks",NEOTROPICAL ICHTHYOLOGY,16,2008
Gene flow in phylogenomics: Sequence capture resolves species limits and biogeography of Afromontane forest endemic frogs from the Cameroon Highlands,MOLECULAR PHYLOGENETICS AND EVOLUTION,10,2021
"Insights into the microbial life in silica-rich subterranean environments: microbial communities and ecological interactions in an orthoquartzite cave (Imawari Yeuta, Auyan Tepui, Venezuela)",FRONTIERS IN MICROBIOLOGY,1,2022
Allopolyploid origin in Rubus (Rosaceae) inferred from nuclear granule-bound starch synthase I (GBSSI) sequences,BMC PLANT BIOLOGY,6,2019
"In Silico Analysis of Glutamate Receptors in Capsicum chinense: Structure, Evolution, and Molecular Interactions",PLANTS-BASEL,0,2024
Functional diversity of sharks and rays is highly vulnerable and supported by unique species and locations worldwide,NATURE COMMUNICATIONS,5,2023
Waldeyer ring microbiome in relation to chemoradiation-induced oral mucositis in patients with nasopharyngeal carcinoma,HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK,1,2023
Floral and reproductive traits are an independent dimension within the plant economic spectrum of temperate central Europe,NEW PHYTOLOGIST,16,2022
Global analysis of SBP gene family in Brachypodium distachyon reveals its association with spike development,SCIENTIFIC REPORTS,11,2020
Systematic Analysis of Alkaline/Neutral Invertase Genes Reveals the Involvement of Smi-miR399 in Regulation of SmNINV3 and SmNINV4 in Salvia miltiorrhiza,PLANTS-BASEL,12,2019
Visualizing the GPCR Network: Classification and Evolution,SCIENTIFIC REPORTS,82,2017
Genome-wide analysis of banana MADS-box family closely related to fruit development and ripening,SCIENTIFIC REPORTS,37,2017
"Genetic variation of the mitochondrial genes, CO1 and ND5, in Aedes aegypti from various regions of peninsular Malaysia",TROPICAL BIOMEDICINE,6,2016
How many species of Paradoxurus civets are there? New insights from India and Sri Lanka,JOURNAL OF ZOOLOGICAL SYSTEMATICS AND EVOLUTIONARY RESEARCH,22,2015
"Lack of association between winter coat colour and genetic population structure in the Japanese hare, Lepus brachyurus (Lagomorpha: Leporidae)",BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,9,2014
"Conservation Genetics of Kangaroo Mice, Genus Microdipodops",JOURNAL OF MAMMALIAN EVOLUTION,6,2013
Phylogeography of the Guinea multimammate mouse (Mastomys erythroleucus): a case study for Sahelian species in West Africa,JOURNAL OF BIOGEOGRAPHY,56,2009
Testing the Hypothesis of Allopolyploidy in the Origin of Penstemon azureus (Plantaginaceae),FRONTIERS IN ECOLOGY AND EVOLUTION,1,2016
Whole-genome analysis showed the promotion of genetic diversity and coevolution in Staphylococcus aureus lytic bacteriophages and their hosts mediated by prophages via worldwide recombination events,FRONTIERS IN MICROBIOLOGY,2,2023
"Population genetic structure and phenotypic diversity of Aspidodera raillieti (Nematoda: Heterakoidea), a parasite of Didelphini marsupials in Brazil's South and Southeast Atlantic Forest",PARASITES & VECTORS,2,2022
Linking genetic lineages of giant freshwater prawn Macrobrachium rosenbergii to their global populations,FISHERIES SCIENCE,0,2024
"Contrasting Distribution of Microbial Communities, Functional Genes, and Antibiotic Resistance Genes in Produced Water Treatment Plants with Different Treatment Technologies",WATER,0,2024
Fungal-Algal Association Drives Lichens' Mutualistic Symbiosis: A Case Study with Trebouxia-Related Lichens,PLANTS-BASEL,0,2023
"COI diversity supports subspecific division in Western European Lestes virens (Charpentier, 1825) (Zygoptera: Lestidae), but hints at further Mediterranean complexity",INTERNATIONAL JOURNAL OF ODONATOLOGY,1,2023
Heterogeneity in winged helix-turn-helix and substrate DNA interactions: Insights from theory and experiments,JOURNAL OF CELLULAR BIOCHEMISTRY,1,2023
Comparative Transcriptome Analysis of Pueraria lobata Provides Candidate Genes Involved in Puerarin Biosynthesis and Its Regulation,BIOMOLECULES,2,2023
Exploration of bacterial community-induced polycyclic aromatic hydrocarbons degradation and humus formation during co-composting of cow manure waste combined with contaminated soil,JOURNAL OF ENVIRONMENTAL MANAGEMENT,13,2023
Phylodynamics of a regional SARS-CoV-2 rapid spreading event in Colorado in late 2020,PLOS ONE,0,2022
Symbiosis and pathogenicity of Geosmithia and Talaromyces spp. associated with the cypress bark beetles Phloeosinus spp. and their parasitoids,ENVIRONMENTAL MICROBIOLOGY,3,2022
Truncated (2/2) hemoglobin: Unconventional structures and functional roles in vivo and in human pathogenesis,MOLECULAR ASPECTS OF MEDICINE,6,2022
Comparative transcriptome analysis reveals variations of bioactive constituents in Lonicera japonica flowers under salt stress,PLANT PHYSIOLOGY AND BIOCHEMISTRY,8,2022
New insights into the diversity and evolution of the archaeal mobilome from three complete genomes of Saccharolobus shibatae,ENVIRONMENTAL MICROBIOLOGY,4,2021
Complete chloroplast genome sequencing and comparative analysis reveals changes to the chloroplast genome after allopolyploidization in Cucumis,GENOME,6,2021
Comprehensive exploration of the enzymes catalysing oxygen-involved reactions and COGs relevant to bacterial oxygen utilization,ENVIRONMENTAL MICROBIOLOGY,1,2018
Characterization and Expression Patterns of Auxin Response Factors in Wheat,FRONTIERS IN PLANT SCIENCE,26,2018
Identification and expression analysis of an atypical chemokine receptor-2 (ACKR2)/CC chemokine binding protein-2 (CCBP2) in rainbow trout (Oncorhynchus mykiss),FISH & SHELLFISH IMMUNOLOGY,13,2015
Structure and species composition of ectomycorrhizal fungal communities colonizing seedlings and adult trees of Pinus montezumae in Mexican neotropical forests,FEMS MICROBIOLOGY ECOLOGY,30,2012
Molecular systematics of the trans-Pacific alpine genus Oreomyrrhis (Apiaceae):: Phylogenetic affinities and biogeographic implications,AMERICAN JOURNAL OF BOTANY,28,2005
Towards a better understanding of the Taraxacum evolution (Compositae-Cichorieae) on the basis of nrDNA of sexually reproducing species,PLANT SYSTEMATICS AND EVOLUTION,49,2015
"Chromosome-scale genome analysis of Apocynum venetum sheds light on Apocynum phylogenetics, bast fiber development, and flavonoid synthesis",INDUSTRIAL CROPS AND PRODUCTS,0,2024
"Phylogenetic and morphological analysis of Gloydius himalayanus (Serpentes, Viperidae, Crotalinae), with the description of a new species",EUROPEAN JOURNAL OF TAXONOMY,0,2022
Alhagi sparsifolia Harbors a Different Root-Associated Mycobiome during Different Development Stages,MICROORGANISMS,4,2022
Evolution of LysM-RLK Gene Family in Wild and Cultivated Peanut Species,HORTICULTURAE,0,2022
Genome-Wide Identification and Expression Analysis of Expansin Gene Family in the Storage Root Development of Diploid Wild Sweetpotato Ipomoea trifida,GENES,3,2022
"Evolutionary characteristics and immune mutation of hepatitis C virus genotype 1b among intravenous drug users in mainland, China",JOURNAL OF VIRAL HEPATITIS,0,2022
Unique Evolution of SARS-CoV-2 in the Second Large Cruise Ship Cluster in Japan,MICROORGANISMS,2,2022
Feature-Based Molecular Networking-An Exciting Tool to Spot Species of the Genus Cortinarius with Hidden Photosensitizers,METABOLITES,3,2021
Co-infections: Simultaneous detections of West Nile virus and Usutu virus in birds from Germany,TRANSBOUNDARY AND EMERGING DISEASES,25,2022
Expanding the Knowledge on the Skillful Yeast Cyberlindnera jadinii,JOURNAL OF FUNGI,18,2021
Phylogenetics of Taxus Using the Internal Transcribed Spacers of Nuclear Ribosomal DNA and Plastid trnL-F Regions,HORTICULTURAE,8,2020
"Microbial assembly, interaction, functioning, activity and diversification: a review derived from community compositional data",MARINE LIFE SCIENCE & TECHNOLOGY,105,2019
Systematic Analysis of Differentially Expressed Maize ZmbZIP Genes between Drought and Rewatering Transcriptome Reveals bZIP Family Members Involved in Abiotic Stress Responses,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,34,2019
The late embryogenesis abundant gene family in tea plant (Camellia sinensis): Genome-wide characterization and expression analysis in response to cold and dehydration stress,PLANT PHYSIOLOGY AND BIOCHEMISTRY,42,2019
Nach Is a Novel Subgroup at an Early Evolutionary Stage of the CNC-bZIP Subfamily Transcription Factors from the Marine Bacteria to Humans,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,13,2018
Phylogenetic analysis of Tibetan mastiffs based on mitochondrial hypervariable region I,JOURNAL OF GENETICS,6,2017
"Mesoderm patterning and morphogenesis in the polychaete Alitta virens (Spiralia, Annelida): Expression of mesodermal markers Twist, Mox, Evx and functional role for MAP kinase signaling",MECHANISMS OF DEVELOPMENT,32,2016
"The history of introduction of the African baobab (Adansonia digitata, Malvaceae: Bombacoideae) in the Indian subcontinent",ROYAL SOCIETY OPEN SCIENCE,17,2015
The assessment of genetic diversity within and among the eight subpopulations of Japanese Black cattle using 52 microsatellite markers,ANIMAL SCIENCE JOURNAL,8,2013
Philopatry and migration of Pacific white sharks,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,279,2010
"Strait of Gibraltar:: An effective gene-flow barrier for wind-pollinated Carex helodes (Cyperaceae) as revealed by DNA sequences, AFLP, and cytogenetic variation",AMERICAN JOURNAL OF BOTANY,51,2008
Phylosymbiosis across Deeply Diverging Lineages of Omnivorous Cockroaches (Order Blattodea),APPLIED AND ENVIRONMENTAL MICROBIOLOGY,27,2020
Diversity and Co-occurrence Pattern Analysis of Cecal Microbiota Establishment at the Onset of Solid Feeding in Young Rabbits,FRONTIERS IN MICROBIOLOGY,16,2019
Relationships of gag-pol diversity between Ty3/Gypsy and Retroviridae LTR retroelements and the three kings hypothesis,BMC EVOLUTIONARY BIOLOGY,41,2008
Computing and Applying Atomic Regulons to Understand Gene Expression and Regulation,FRONTIERS IN MICROBIOLOGY,5,2016
Bacterial Community Structure and Potential Microbial Coexistence Mechanism Associated with Three Halophytes Adapting to the Extremely Hypersaline Environment,MICROORGANISMS,7,2022
PdumBase: a transcriptome database and research tool for Platynereis dumerilii and early development of other metazoans,BMC GENOMICS,14,2018
Epidemic History and Evolutionary Dynamics of Hepatitis B Virus Infection in Two Remote Communities in Rural Nigeria,PLOS ONE,77,2010
"Molecular characterization and genetic diversity of Ornithonyssus sylviarum in chickens (Gallus gallus) from Hainan Island, China",PARASITES & VECTORS,11,2019
Evolutionary Trajectories of Beta-Lactamase CTX-M-1 Cluster Enzymes: Predicting Antibiotic Resistance,PLOS PATHOGENS,105,2010
"Comparative larval myogenesis and adult myoanatomy of the rhynchonelliform (articulate) brachiopods Argyrotheca cordata, A. cistellula, and Terebratalia transversa",FRONTIERS IN ZOOLOGY,19,2009
Conservation initiatives of Syngnathiformes species in the southern Philippines: What does the mitochondrial DNA signature tell us?,AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS,1,2023
The evolution of gene regulatory networks controlling Arabidopsis thaliana L. trichome development,BMC PLANT BIOLOGY,42,2019
Disentangling the distribution of Adenostyles in the Northern Iberian Peninsula: new insights from nuclear and plastid markers,PLANT BIOSYSTEMS,0,2024
Mining of the CULLIN E3 ubiquitin ligase genes in the whole genome of Salvia miltiorrhiza,CURRENT RESEARCH IN FOOD SCIENCE,4,2022
Hyperconserved Elements in Human 5′UTRs Shape Essential Post-transcriptional Regulatory Networks,FRONTIERS IN MOLECULAR BIOSCIENCES,5,2020
Molecular evolution of juvenile hormone esterase-like proteins in a socially exchanged fluid,SCIENTIFIC REPORTS,21,2018
"Genetic Structure of the Hyrcanian Wood Frog, Rana pseudodalmatina (Amphibia: Ranidae) Using mtDNA Gene Sequences",RUSSIAN JOURNAL OF GENETICS,9,2018
Genetic population structure of the convict surgeonfish Acanthurus triostegus: a phylogeographic reassessment across its range,JOURNAL OF FISH BIOLOGY,6,2018
Complex carbohydrates reduce the frequency of antagonistic interactions among bacteria degrading cellulose and xylan,FEMS MICROBIOLOGY LETTERS,16,2017
Unveiling the Hidden Bat Diversity of a Neotropical Montane Forest,PLOS ONE,19,2016
Colonization and diversification of the Euphorbia species (sect. Aphyllis subsect. Macaronesicae) on the Canary Islands,SCIENTIFIC REPORTS,15,2016
Fine-scale phylogeography of a putative secondary contact zone of the land snail Cornu aspersum (Gastropoda: Pulmonata: Helicidae) along the Croatian coast and islands,AMERICAN MALACOLOGICAL BULLETIN,0,2014
Toxic Pseudo-nitzschia spp. in the northwestern Adriatic Sea: characterization of species composition by genetic and molecular quantitative analyses,JOURNAL OF PLANKTON RESEARCH,35,2013
Phylogeographical Analysis of mtDNA Data Indicates Postglacial Expansion from Multiple Glacial Refugia in Woodland Caribou (Rangifer tarandus caribou),PLOS ONE,43,2012
New Evidence Suggests Southern China as a Common Source of Multiple Clusters of Highly Pathogenic H5N1 Avian Influenza Virus,JOURNAL OF INFECTIOUS DISEASES,9,2010
Defining the regulatory network of the tissue-specific splicing factors Fox-1 and Fox-2,GENES & DEVELOPMENT,266,2008
Evolutionary conservation of the FLOWERING LOCUS C-mediated vernalization response:: Evidence from the sugar beet (Beta vulgaris),GENETICS,139,2007
HIV type 1 genetic diversity and genotypic drug susceptibility in the Republic of Moldova,AIDS RESEARCH AND HUMAN RETROVIRUSES,26,2001
Further Elucidation of the Argonaute and Dicer Protein Families in the Model Grass Species Brachypodium distachyon,FRONTIERS IN PLANT SCIENCE,9,2019
Bayesian species delimitation in Pleophylla chafers (Coleoptera) - the importance of prior choice and morphology,BMC EVOLUTIONARY BIOLOGY,33,2016
Evolutionary Dynamics of the Repeatome Explains Contrasting Differences in Genome Sizes and Hybrid and Polyploid Origins of Grass Loliinae Lineages,FRONTIERS IN PLANT SCIENCE,4,2022
Echinococcus spp. and genotypes infecting humans in Tibet Autonomous Region of China: a molecular investigation with near-complete/complete mitochondrial sequences,PARASITES & VECTORS,5,2022
"Insights in the Global Genetics and Gut Microbiome of Black Soldier Fly, Hermetia illucens: Implications for Animal Feed Safety Control",FRONTIERS IN MICROBIOLOGY,32,2020
Towards a molecular taxonomic key of the Aurantioideae subfamily using chloroplastic SNP diagnostic markers of the main clades genotyped by competitive allele-specific PCR,BMC GENETICS,10,2016
Whole genome resequencing reveal patterns of genetic variation within Colletotrichum acutatum species complex from rubber trees in China,FUNGAL GENETICS AND BIOLOGY,2,2023
Metabolic dissimilarity determines the establishment of cross-feeding interactions in bacteria,CURRENT BIOLOGY,26,2021
Genetic differentiation of Xylella fastidiosa following the introduction into Taiwan,MICROBIAL GENOMICS,3,2021
Decoding the intricate network of molecular interactions of a hyperstable engineered biocatalyst,CHEMICAL SCIENCE,12,2020
Integrative Analysis for Identifying Co-Modules of Microbe-Disease Data by Matrix Tri-Factorization With Phylogenetic Information,FRONTIERS IN GENETICS,5,2020
Phylogeographic reconstruction using air transportation data and its application to the 2009 H1N1 influenza A pandemic,PLOS COMPUTATIONAL BIOLOGY,8,2020
"Phylogeography, genetic diversity and population structure in a Patagonian endemic plant",AOB PLANTS,14,2017
Analysis of conserved NCS2 motifs in the Escherichia coli xanthine permease XanQ,MOLECULAR MICROBIOLOGY,8,2015
"The pineapple AcMADS1 promoter confers high level expression in tomato and Arabidopsis flowering and fruiting tissues, but AcMADS1 does not complement the tomato LeMADS-RIN (rin) mutant",PLANT MOLECULAR BIOLOGY,9,2014
Multiple dispersal out of Anatolia: biogeography and evolution of oriental green lizards,BIOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,63,2013
Arf3 Is Activated Uniquely at the trans-Golgi Network by Brefeldin A-inhibited Guanine Nucleotide Exchange Factors,MOLECULAR BIOLOGY OF THE CELL,55,2010
SCIENTIFIC BASES OF HEALTH,VESTNIK ROSSIISKOI AKADEMII MEDITSINSKIKH NAUK,0,1994
Soil amendments change bacterial functional genes more than taxonomic structure in a cadmium-contaminated soil,SOIL BIOLOGY & BIOCHEMISTRY,25,2021
Comparative phylogeography and genetic connectivity of two crustacean species with contrasting life histories on South Atlantic sandy beaches,HYDROBIOLOGIA,10,2019
The Episode of Genetic Drift Defining the Migration of Humans out of Africa Is Derived from a Large East African Population Size,PLOS ONE,19,2014
TreeJuxtaposer:: Scalable tree comparison using Focus+Context with guaranteed visibility,ACM TRANSACTIONS ON GRAPHICS,232,2003
"Functional divergence of a syntenic invertase gene family in tomato, potato, and Arabidopsis",PLANT PHYSIOLOGY,92,2003
New insights on the phylogeography of Hepatozoon canis in Brazil,PARASITOLOGY RESEARCH,0,2024
"Formica gagatoides Ruzsky, 1904, and Siberian F. kozlovi Dlussky, 1965 (Hymenoptera: Formicidae); Two or One Species?",DIVERSITY-BASEL,1,2023
"Genome-Wide Identification, Evolutionary Analysis, and Expression Patterns of Cathepsin Superfamily in Black Rockfish (Sebastes schlegelii) following Aeromonas salmonicida Infection",MARINE DRUGS,1,2022
Polyphyly and species delimitation of Picea brachytyla (Pinaceae) based on population genetic data,JOURNAL OF SYSTEMATICS AND EVOLUTION,2,2021
Ancestral zinc-finger bearing protein MucR in alpha-proteobacteria: A novel xenogeneic silencer?,COMPUTATIONAL AND STRUCTURAL BIOTECHNOLOGY JOURNAL,9,2020
Infection Rate Assay by Nested PCR and the Phylogenetic Analysis of Himetobi P Virus in the Main Pests of Rice-Wheat Cropping Systems,JOURNAL OF ECONOMIC ENTOMOLOGY,4,2015
"Weak divergence among African, Malagasy and Seychellois hinged terrapins (Pelusios castanoides, P. subniger) and evidence for human-mediated oversea dispersal",ORGANISMS DIVERSITY & EVOLUTION,14,2013
Functional adaptation of a plant receptor-kinase paved the way for the evolution of intracellular root symbioses with bacteria,PLOS BIOLOGY,186,2008
Complementation rescue of Pdx1 null phenotype demonstrates distinct roles of proximal and distal cis-regulatory sequences in pancreatic and duodenal expression,DEVELOPMENTAL BIOLOGY,39,2006
The multilocus sequence typing network: mlst.net,NUCLEIC ACIDS RESEARCH,210,2005
Chicken guanylate-binding protein - Conservation of GTPase activity and induction by cytokines,JOURNAL OF BIOLOGICAL CHEMISTRY,38,1996
Migration-tracking integrated phylogeography supports long-distance dispersal-driven divergence for a migratory bird species in the Japanese archipelago,ECOLOGY AND EVOLUTION,7,2021
"Soil microbial interactions modulate the effect of Artemisia ordosica on herbaceous species in a desert ecosystem, northern China",SOIL BIOLOGY & BIOCHEMISTRY,17,2020
Genome-Wide Identification and Characterization of the Salvia miltiorrhiza Histone Deacetylase (HDAC) Family in Response to Multiple Abiotic Stresses,PLANTS-BASEL,0,2024
"Exploring and Predicting the Drivers of Ongoing HIV-1 Transmission in Guangyuan, Sichuan",INFECTION AND DRUG RESISTANCE,0,2023
Molecular characterization and genetic diversity of Wolbachia endosymbionts in bed bugs (Hemiptera; Cimicidae) collected in Paris,PLOS ONE,0,2023
The expanded inhibitor of apoptosis gene family in oysters possesses novel domain architectures and may play diverse roles in apoptosis following immune challenge,BMC GENOMICS,14,2022
The biology of glass,"ADVANCES IN MARINE BIOLOGY, VOL 52",158,2007
"Genome-Wide Identification, Evolution, and Expression Characterization of the Pepper (Capsicum spp.) MADS-box Gene Family",GENES,2,2022
Genome-Wide Identification and Expression Analysis of Dof Transcription Factors in Lotus (Nelumbo nucifera Gaertn.),PLANTS-BASEL,2,2022
"Molecular characterization of insulin receptor (IR) in oriental fruit moth, Grapholita molesta (Lepidoptera: Tortricidae), and elucidation of its regulatory roles in glucolipid homeostasis and metamorphosis through interaction with miR-982490",INSECT MOLECULAR BIOLOGY,3,2022
Molecular analysis of Greek isolates of cucumber mosaic virus from vegetables shows a low prevalence of satellite RNAs and suggests the presence of host-associated virus strains,ARCHIVES OF VIROLOGY,4,2021
The MADS-Box Transcription Factor EjAGL65 Controls Loquat Flesh Lignification via Direct Transcriptional Inhibition of EjMYB8,FRONTIERS IN PLANT SCIENCE,6,2021
"Genetic Diversity and Population Structure of the Oriental Garden Lizard, Calotes versicolor Daudin, 1802 (Squamata: Agamidae) along the Mekong River in Thailand and Lao PDR",ASIAN HERPETOLOGICAL RESEARCH,4,2021
Redefining the H-NS protein family: a diversity of specialized core and accessory forms exhibit hierarchical transcriptional network integration,NUCLEIC ACIDS RESEARCH,11,2020
Multiple Isolated Transcription Factors Act as Switches and Contribute to Species Uniqueness,GENES,4,2020
Genomic characterization of a diazotrophic microbiota associated with maize aerial root mucilage,PLOS ONE,14,2020
Interchangeable parts: The evolutionarily dynamic tRNA population in plant mitochondria,MITOCHONDRION,30,2020
Discovery of modules involved in the biosynthesis and regulation of maize phenolic compounds,PLANT SCIENCE,11,2020
Diversity of PBI-Ddel satellite DNA in snakes correlates with rapid independent evolution and different functional roles,SCIENTIFIC REPORTS,18,2019
Genome-Wide Analysis of ROS Antioxidant Genes in Resurrection Species Suggest an Involvement of Distinct ROS Detoxification Systems during Desiccation,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,38,2019
Lysogeny is prevalent and widely distributed in the murine gut microbiota,ISME JOURNAL,116,2018
"Using HIV Sequence and Epidemiologic Data to Assess the Effect of Self-referral Testing for Acute HIV Infection on Incident Diagnoses in San Diego, California",CLINICAL INFECTIOUS DISEASES,21,2016
"Unravelling cryptic species of freshwater snails (Caenogastropoda, Truncatelloidea) in the Loa River basin, Atacama Desert",SYSTEMATICS AND BIODIVERSITY,22,2016
HIV Type 1 Transmission Networks Among Men Having Sex with Men and Heterosexuals in Kenya,AIDS RESEARCH AND HUMAN RETROVIRUSES,30,2014
The ins and outs of algal metal transport,BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR CELL RESEARCH,185,2012
"Invasions, DNA barcodes, and rapid biodiversity assessment using ants of Mauritius",FRONTIERS IN ZOOLOGY,84,2009
Systematics of the Dioryctria abietella species group (Lepidoptera: Pyralidae) based on mitochondrial DNA,ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,13,2008
Y-chromosome short tandem repeat DYS458.2 non-consensus alleles occur independently in both binary haplogroups J1-M267 and R1b3-M405,CROATIAN MEDICAL JOURNAL,41,2007
Genome-wide identification of LBD transcription factors in apple and the function of MdLBD16a in adventitious rooting and callus development,SCIENTIA HORTICULTURAE,3,2023
Polymorphisms of rDNA genes in Cyberlindnera yeast suggest birth-and-death evolution events,FEMS YEAST RESEARCH,0,2023
Genome-Wide Identification and Functional Characterization Reveals the Pivotal Roles of BnaA8.ATG8F in Salt Stress Tolerance and Nitrogen Limitation Adaptation in Allotetraploid Rapeseed,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,4,2022
Unraveling the role of tomato Bcl-2-associated athanogene (BAG) proteins during abiotic stress response and fruit ripening,SCIENTIFIC REPORTS,22,2021
Data mining and network analysis reveals C-X-C chemokine receptor type 5 is involved in the pathophysiology of age-related macular degeneration,JOURNAL OF BIOMOLECULAR STRUCTURE & DYNAMICS,2,2022
"Nuclear DNA reveals multiple waves of colonisation, reticulate evolution and a large impact of stocking on trout in north-west Africa",HYDROBIOLOGIA,8,2021
Do We Need to Identify Adaptive Genetic Variation When Prioritizing Populations for Conservation?,CONSERVATION GENETICS,24,2021
Terminal restriction fragment length polymorphism is an old school reliable technique for swift microbial community screening in anaerobic digestion,SCIENTIFIC REPORTS,36,2018
"Genetic diversity and origin of Dendrothrips minowai (Thysanoptera: Thripidae) in Guizhou, China",JOURNAL OF ASIA-PACIFIC ENTOMOLOGY,12,2016
A Direct Comparison of Two Densely Sampled HIV Epidemics: The UK and Switzerland,SCIENTIFIC REPORTS,14,2016
Geographical isolation caused the diversification of the Mediterranean thorny cushion-like Astragalus L. sect. Tragacantha DC. (Fabaceae),MOLECULAR PHYLOGENETICS AND EVOLUTION,22,2016
Detection of genetic diversity and selection at the coding region of the melanocortin receptor 1 (MC1R) gene in Tibetan pigs and Landrace pigs,GENE,7,2016
Differential permissivity of human cerebrovascular endothelial cells to enterovirus infection and specificities of serotype EV-A71 in crossing an in vitro model of the human blood-brain barrier,JOURNAL OF GENERAL VIROLOGY,19,2015
Conserved and essential transcription factors for cellulase gene expression in ascomycete fungi,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,256,2012
Human synthetic lethal inference as potential anti-cancer target gene detection,BMC SYSTEMS BIOLOGY,40,2009
Homogeneous selection shapes rare biosphere in rhizosphere of medicinal plant,ECOLOGICAL INDICATORS,12,2021
"Phylogeography of HIV-1 suggests that Ugandan fishing communities are a sink for, not a source of, virus from general populations",SCIENTIFIC REPORTS,30,2019
"Genetic Differentiation of Three Spicara (Pisces: Centracanthidae) Species, S. maena, S. flexuosa and S. smaris: and Intraspecific Substructure of S. flexuosa in Turkish Coastal Waters",TURKISH JOURNAL OF FISHERIES AND AQUATIC SCIENCES,7,2018
Cryptic genetic diversity in Solanum elaeagnifolium (Solanaceae) from South America,AUSTRALIAN JOURNAL OF BOTANY,8,2018
New putative cryptic species detection and genetic network analysis of Bemisia tabaci (Hempitera: Aleyrodidae) in China based on mitochondrial COI sequences,MITOCHONDRIAL DNA PART A,46,2018
Intrahost Evolution of Methicillin-Resistant Staphylococcus aureus USA300 Among Individuals With Reoccurring Skin and Soft-Tissue Infections,JOURNAL OF INFECTIOUS DISEASES,32,2016
The distribution of the Phlebotomus major complex (Diptera: Psychodidae) in Turkey,ACTA TROPICA,21,2013
Phenotypic and molecular variability and genetic structure of Iranian almond cultivars,PLANT SYSTEMATICS AND EVOLUTION,23,2012
Allelic variants of streptokinase from Streptococcus pyogenes display functional differences in plasminogen activation,FASEB JOURNAL,57,2008
Moonlighting proteins in Yeasts,MICROBIOLOGY AND MOLECULAR BIOLOGY REVIEWS,125,2008
Mitochondrial DNA phylogeny of cultivated and wild beets: Relationships among cytoplasmic male-sterility-inducing and nonsterilizing cytoplasms,GENETICS,20,2007
Whole-genome sequencing reveals transmission of vancomycin-resistant Enterococcus faecium in a healthcare network,GENOME MEDICINE,47,2016
Determining the origin of invasions and demonstrating a lack of enemy release from microsporidian pathogens in common wasps (Vespula vulgaris),DIVERSITY AND DISTRIBUTIONS,29,2014
"Farming systems influence the compositional, structural, and functional characteristics of the sugarcane-associated microbiome",MICROBIOLOGICAL RESEARCH,3,2021
Breaking out of biogeographical modules: range expansion and taxon cycles in the hyperdiverse ant genus Pheidole,JOURNAL OF BIOGEOGRAPHY,43,2015
